sample,Hash,nReads
PG_Al_6_Jul_B_r1,c33ed32cb48462139de1ffa107f541392ac57b90,135
CI_Al_6_Jul_A_r1,c33ed32cb48462139de1ffa107f541392ac57b90,46
CI_Al_1_Jul_B_r1,64ea39f82f15850a00dcfe5064857ee9926c970d,218
PG_Ac_3_Jul_C_r1,64ea39f82f15850a00dcfe5064857ee9926c970d,6393
PG_Al_15_Jul_A_r1,64ea39f82f15850a00dcfe5064857ee9926c970d,308
PG_Ac_10_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,151
PG_Al_6_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,135
PG_Al_6_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,290
PG_Eg_0_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,262
PG_Al_1_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,239
PG_Ac_15_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,161
PG_Ac_15_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,323
PG_Ac_6_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,175
PG_Al_10_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,292
PG_Ac_15_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,63
PG_Eg_0_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,83
PG_Ba_50_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,191
PG_Al_15_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,46
PG_Ac_1_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,296
PG_Ba_50_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,179
PG_Al_15_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,219
PG_Eg_0_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,157
PG_Ac_6_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,159
PG_Al_1_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,270
PG_Al_3_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,2416
PG_Al_10_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,127
PG_Ac_1_Jul_C_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,157
PG_Ac_1_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,237
PG_Ba_50_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,214
PG_Al_1_Jul_A_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,175
PG_Al_6_Jul_B_r1,2e9e547edcb7340920e1b849bcac39e4f5749b3a,94
CI_Ac_6_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,193
CI_Al_1_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,284
PG_Al_10_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,7
CI_Eg_0_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,198
CI_Al_10_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,104
CI_Al_3_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,134
CI_Ac_15_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,197
PG_Al_1_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,9
CI_Al_10_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,196
CI_Ac_3_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,422
CI_Al_3_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,167
CI_Ac_10_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,187
PG_Al_10_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,57
PG_Ac_15_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,11
CI_Ac_1_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,350
CI_Al_10_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,122
CI_Ac_1_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,236
CI_Ba_50_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,212
CI_Ac_10_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,203
CI_Ac_3_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,225
PG_Al_15_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,64
CI_Eg_0_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,161
CI_Ba_50_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,176
PG_Al_15_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,89
CI_Ba_50_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,162
CI_Al_6_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,107
CI_Al_3_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,90
PG_Ac_6_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,4
CI_Ac_15_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,313
PG_Al_15_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,23
CI_Ac_6_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,270
PG_Ac_6_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,2
CI_Ac_1_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,303
CI_Ac_3_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,148
CI_Ac_15_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,130
PG_Al_10_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,15
CI_Al_1_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,177
PG_Ac_1_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,4
CI_Eg_0_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,264
PG_Ac_1_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,19
CI_Al_6_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,84
CI_Al_1_Jul_C_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,166
CI_Ac_6_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,119
PG_Al_6_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,93
CI_Al_6_Jul_A_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,147
CI_Ac_10_Jul_B_r1,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,186
PG_Ac_10_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,110
PG_Ac_10_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,316
PG_Ac_10_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,99
PG_Al_6_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,135
PG_Al_6_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,26
PG_Eg_0_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,66
PG_Al_1_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,169
PG_Ac_15_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,138
PG_Ac_15_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,243
PG_Ac_6_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,199
PG_Al_10_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,295
PG_Ac_15_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,89
PG_Eg_0_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,50
PG_Ba_50_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,57
PG_Al_3_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,108
PG_Al_15_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,30
PG_Ac_3_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,48
PG_Ac_1_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,173
PG_Ac_3_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,422
PG_Eg_0_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,37
PG_Ac_6_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,169
PG_Al_15_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,102
PG_Ac_6_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,136
PG_Al_1_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,223
PG_Al_3_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,2317
PG_Al_10_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,124
PG_Ac_1_Jul_C_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,115
PG_Ac_1_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,150
PG_Ba_50_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,185
PG_Al_1_Jul_A_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,78
PG_Al_6_Jul_B_r1,681db8fc0e0e02a2c767b281db0cdf03d451dec6,242
PG_Al_10_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,37
PG_Ac_10_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,218
PG_Ac_10_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,564
PG_Ac_10_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,213
PG_Al_6_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,134
PG_Al_6_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,374
PG_Al_1_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,184
PG_Ac_15_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,142
PG_Ac_15_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,260
PG_Ac_6_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,389
PG_Al_10_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,277
PG_Eg_0_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,108
PG_Al_15_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,289
PG_Ac_3_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,132
PG_Ac_1_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,168
PG_Ac_3_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,988
PG_Ba_50_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,65
PG_Al_15_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,88
PG_Eg_0_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,221
PG_Ac_6_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,297
PG_Al_15_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,177
PG_Ac_6_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,205
PG_Al_1_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,79
PG_Al_10_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,115
PG_Ac_1_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,61
PG_Ac_1_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,159
PG_Ba_50_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,206
PG_Al_1_Jul_A_r1,fc64abde1fbd720ea159587298a2821415a1504e,242
CI_Al_1_Jul_C_r1,fc64abde1fbd720ea159587298a2821415a1504e,4
PG_Al_6_Jul_B_r1,fc64abde1fbd720ea159587298a2821415a1504e,248
CI_Ac_6_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,535
CI_Al_3_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,29
CI_Ac_15_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,388
CI_Al_10_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,48
CI_Ac_3_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,468
PG_Ac_6_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,19
CI_Al_3_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,32
CI_Ac_10_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,240
CI_Ac_1_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,82
CI_Al_10_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,67
CI_Ac_1_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,223
CI_Ba_50_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,59
CI_Ac_10_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,620
CI_Ac_3_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,466
PG_Al_15_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,76
CI_Ba_50_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,42
PG_Al_15_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,22
CI_Ba_50_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,97
CI_Al_3_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,5
CI_Ac_15_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,287
CI_Ac_6_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,562
PG_Ac_6_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,10
CI_Ac_1_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,800
CI_Ac_3_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,317
CI_Ac_15_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,440
PG_Al_1_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,5
CI_Al_1_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,10
CI_Eg_0_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,34
CI_Al_6_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,42
CI_Al_1_Jul_C_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,24
CI_Ac_6_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,686
CI_Al_6_Jul_A_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,3
CI_Ac_10_Jul_B_r1,3d1145ee1cd9deecea59a0bb48df511999e1eb98,214
CI_Ac_6_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,220
CI_Al_1_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,371
CI_Ac_15_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,83
CI_Ac_10_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,669
CI_Ac_1_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,70
CI_Ac_10_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,374
CI_Ac_3_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,576
PG_Al_15_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,95
CI_Eg_0_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,219
CI_Al_6_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,833
CI_Al_3_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,121
CI_Ac_1_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,274
CI_Ac_3_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,198
CI_Al_1_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,65
CI_Eg_0_Jul_C_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,241
CI_Al_6_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,778
CI_Ac_6_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,145
CI_Al_6_Jul_A_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,854
CI_Ac_10_Jul_B_r1,b4f496a2403e5b6d4f51db6bad2312e52530775d,247
PG_Ac_10_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,95
PG_Ac_10_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,118
PG_Al_6_Jul_C_r1,682f91d9a735416ae4c048d3321d210adf363d65,142
PG_Eg_0_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,529
PG_Ac_15_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,66
PG_Ac_15_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,137
PG_Ac_15_Jul_C_r1,682f91d9a735416ae4c048d3321d210adf363d65,44
CI_Al_10_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,70
CI_Ac_3_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,44
PG_Al_15_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,1899
CI_Ba_50_Jul_C_r1,682f91d9a735416ae4c048d3321d210adf363d65,28
PG_Al_15_Jul_C_r1,682f91d9a735416ae4c048d3321d210adf363d65,1683
PG_Ac_6_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,20
PG_Al_15_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,1187
CI_Ac_3_Jul_B_r1,682f91d9a735416ae4c048d3321d210adf363d65,115
PG_Al_10_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,193
PG_Ac_1_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,4
CI_Al_6_Jul_A_r1,682f91d9a735416ae4c048d3321d210adf363d65,7
PG_Al_10_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,209
PG_Ac_10_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,87
PG_Ac_10_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,86
PG_Ac_10_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,25
PG_Al_6_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,138
PG_Eg_0_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,140
PG_Al_1_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,277
PG_Ac_15_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,196
PG_Ac_15_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,348
PG_Ac_6_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,188
PG_Al_10_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,129
PG_Ac_15_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,110
PG_Eg_0_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,198
PG_Ba_50_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,39
PG_Al_15_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,127
CI_Eg_0_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,29
PG_Ac_1_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,216
PG_Ac_3_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,1263
PG_Ba_50_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,359
PG_Al_15_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,130
PG_Eg_0_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,38
PG_Ac_6_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,319
PG_Al_15_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,74
PG_Ac_6_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,235
PG_Al_1_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,583
PG_Ac_1_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,247
PG_Ac_1_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,170
PG_Al_1_Jul_A_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,35
CI_Al_1_Jul_C_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,6
PG_Al_6_Jul_B_r1,ea5d4731b60baeec6fb097844ee87a92f197afba,170
PG_Al_10_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,76
PG_Ac_10_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,162
PG_Ac_10_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,179
PG_Ac_10_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,101
PG_Al_6_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,269
PG_Al_6_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,203
PG_Eg_0_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,310
PG_Al_1_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,96
PG_Ac_15_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,234
PG_Ac_15_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,303
PG_Ac_6_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,212
PG_Al_10_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,229
PG_Ac_15_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,47
PG_Eg_0_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,477
PG_Ba_50_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,226
PG_Ac_3_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,136
PG_Ac_3_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,755
PG_Ac_1_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,215
PG_Ba_50_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,152
PG_Al_15_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,54
PG_Eg_0_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,250
PG_Ac_6_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,174
PG_Al_15_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,76
PG_Ac_6_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,215
PG_Al_3_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,7
PG_Al_1_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,133
PG_Al_10_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,95
PG_Ac_1_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,147
PG_Ac_1_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,186
PG_Ba_50_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,201
PG_Al_1_Jul_A_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,111
CI_Al_1_Jul_C_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,5
PG_Al_6_Jul_B_r1,6f6200e6c68660f86a55fda250db8cae6b63666c,122
PG_Al_10_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,233
PG_Ac_10_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,214
PG_Ac_10_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,150
PG_Ac_10_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,88
PG_Al_6_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,210
PG_Al_6_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,192
PG_Eg_0_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,225
PG_Al_1_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,233
PG_Ac_15_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,163
PG_Ac_15_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,273
PG_Ac_6_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,168
PG_Al_10_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,289
PG_Ac_15_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,64
PG_Eg_0_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,135
PG_Ba_50_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,149
PG_Al_3_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,262
PG_Al_15_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,243
PG_Ac_3_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,252
PG_Ac_1_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,196
PG_Ba_50_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,242
PG_Al_15_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,291
PG_Eg_0_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,125
PG_Ac_6_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,147
PG_Al_15_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,134
PG_Ac_6_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,204
PG_Al_1_Jul_B_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,187
PG_Al_3_Jul_C_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,77
PG_Al_10_Jul_A_r1,8cdc86e1938f88ff8379a39f9da5e8a403259c2f,140
