sample,Hash,nReads
NR_Eg_0_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,44169
NR_Eg_0_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,11944
CI_Ba_50_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,164
CI_Eg_0_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,112
SK_Eg_0_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,4
NR_Ba_50_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,25104
SK_Ba_50_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,8
CI_Al_15_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,6993
PG_Eg_0_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,1078
CI_Ba_50_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,79
NR_Ba_50_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,12240
NA_NA_NA_NA_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,7
NR_Eg_0_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,2321
NR_Ba_50_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,19416
PG_Ba_50_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,1542
CI_Eg_0_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,22225
CI_Eg_0_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,316
NR_Eg_0_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,2762
PG_Ba_50_Jul_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,3851
NR_Eg_0_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,25870
PG_Eg_0_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,207
SK_Eg_0_Jul_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,8
CI_Ba_50_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,26768
NR_Ba_50_Jul_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,37962
CI_Eg_0_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,118
PG_Ba_50_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,4586
SK_Ba_50_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,400
NR_Eg_0_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,17557
CI_Al_15_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,4994
SK_Eg_0_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,414
SK_Eg_0_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,18
NR_Ba_50_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,13436
PG_Ba_50_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,6664
PG_Eg_0_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,928
SK_Ba_50_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,89
CI_Ba_50_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,19277
CI_Eg_0_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,32522
NR_Eg_0_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,26285
PG_Ba_50_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,1342
CI_Ba_50_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,18507
CI_Al_15_Jul_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,5019
PG_Ba_50_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,135
PG_Eg_0_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,529
NR_Eg_0_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,2387
CI_Eg_0_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,27069
NR_Ba_50_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,5315
NR_Ba_50_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,46313
SK_Eg_0_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,5
PG_Ba_50_Aug_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,68
CI_Eg_0_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,199
SK_Eg_0_May_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,340
CI_Ba_50_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,526
SK_Eg_0_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,63
PG_Eg_0_Aug_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,162
PG_Ba_50_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,33
PG_Ba_50_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,1404
NR_Ba_50_Aug_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,17200
SK_Eg_0_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,383
SK_Ba_50_May_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,327
NR_Eg_0_Jul_A_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,34773
NR_Ba_50_May_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,11629
SK_Eg_0_Jul_C_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,52
SK_Ba_50_Jul_B_r2,3e967b2cb1139cdab2f062fe0005898007a2d247,62
NR_Eg_0_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,298
CI_Ba_50_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,13598
CI_Eg_0_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,2014
SK_Eg_0_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,6235
NR_Ba_50_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1244
SK_Ba_50_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,214
CI_Al_15_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1176
PG_Eg_0_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,974
CI_Ba_50_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,9744
NR_Ba_50_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,8
NR_Ba_50_Aug_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1483
PG_Ba_50_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,685
CI_Eg_0_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,5513
CI_Eg_0_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,22047
PG_Eg_0_Aug_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,9934
PG_Ba_50_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,2152
NR_Eg_0_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,850
PG_Eg_0_Aug_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,5275
SK_Ba_50_Aug_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1387
SK_Eg_0_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1244
NR_Ba_50_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,606
CI_Eg_0_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,23678
PG_Ba_50_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,3815
SK_Ba_50_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,40983
CI_Eg_0_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,3662
SK_Ba_50_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,853
CI_Al_15_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1399
NA_NA_NA_NA_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,11
SK_Eg_0_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,32971
SK_Eg_0_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1667
PG_Ba_50_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,448
PG_Eg_0_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,936
SK_Ba_50_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,57882
CI_Ba_50_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,43
CI_Eg_0_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,11
PG_Ba_50_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,157
CI_Al_15_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1261
PG_Ba_50_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,5253
PG_Eg_0_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,1640
NR_Eg_0_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,597
NR_Ba_50_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,6
SK_Ba_50_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,353
NR_Ba_50_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,533
SK_Ba_50_Aug_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,2089
SK_Eg_0_Aug_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,3645
PG_Ba_50_Aug_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,5655
CI_Eg_0_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,11397
SK_Eg_0_May_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,39129
CI_Ba_50_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,9661
SK_Eg_0_Aug_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,2005
PG_Eg_0_Aug_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,4369
PG_Ba_50_Aug_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,5325
PG_Ba_50_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,12
NR_Ba_50_Aug_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,50
SK_Eg_0_May_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,44619
SK_Ba_50_May_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,46406
NR_Eg_0_Jul_A_r2,e99d1668c1d0134c149b205d148ef407abb3e995,500
SK_Eg_0_Jul_C_r2,e99d1668c1d0134c149b205d148ef407abb3e995,3191
SK_Ba_50_Jul_B_r2,e99d1668c1d0134c149b205d148ef407abb3e995,140
NR_Eg_0_Jul_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,12693
NR_Eg_0_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,34579
CI_Ba_50_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,1170
NR_Ba_50_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,5413
SK_Ba_50_Jul_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,6
CI_Al_15_Jul_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,11886
PG_Eg_0_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,589
CI_Ba_50_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,1282
NR_Ba_50_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,10103
NR_Eg_0_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,7761
NR_Ba_50_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,41285
PG_Ba_50_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,4532
CI_Eg_0_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,4538
NR_Eg_0_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,27174
PG_Eg_0_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,13
PG_Ba_50_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,6945
NR_Eg_0_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,8660
PG_Eg_0_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,4
SK_Eg_0_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,139
CI_Ba_50_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,6
NR_Ba_50_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,10123
CI_Eg_0_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,3371
PG_Ba_50_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,7664
SK_Ba_50_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,463
SK_Ba_50_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,57
NR_Eg_0_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,34045
CI_Al_15_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,7073
SK_Eg_0_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,954
SK_Eg_0_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,280
NR_Ba_50_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,28128
PG_Ba_50_Jul_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,9303
PG_Eg_0_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,1071
SK_Ba_50_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,242
CI_Eg_0_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,17
NR_Eg_0_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,55914
PG_Ba_50_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,3995
CI_Al_15_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,9177
PG_Ba_50_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,384
PG_Eg_0_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,1014
NR_Eg_0_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,7689
CI_Eg_0_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,5
NR_Ba_50_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,6775
SK_Ba_50_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,116
NR_Ba_50_Jul_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,10849
SK_Eg_0_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,7
PG_Ba_50_Aug_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,14
CI_Eg_0_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,2722
SK_Eg_0_May_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,652
CI_Ba_50_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,4309
SK_Eg_0_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,162
PG_Eg_0_Aug_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,17
PG_Ba_50_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,13
PG_Ba_50_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,3147
NR_Ba_50_Aug_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,27623
SK_Eg_0_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,46
SK_Ba_50_May_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,368
NR_Eg_0_Jul_A_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,9109
NR_Ba_50_May_C_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,15104
SK_Ba_50_Jul_B_r2,e294b257e9eaf219586d0deec990b0d66720bb9b,51
NR_Eg_0_Jul_C_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,25
NA_NA_NA_NA_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,144070
NA_NA_NA_NA_C_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,126970
PG_Ba_50_May_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,29
PG_Eg_0_Aug_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,2
SK_Ba_50_Aug_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,17
NA_NA_NA_NA_A_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,94535
SK_Eg_0_May_A_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,76
PG_Ba_50_Jul_C_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,9
CI_Al_15_Jul_A_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,14
PG_Ba_50_Aug_A_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,20
CI_Eg_0_Aug_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,15
SK_Eg_0_May_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,16
CI_Ba_50_May_A_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,34
PG_Ba_50_Aug_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,732
SK_Ba_50_Jul_B_r2,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,7
NR_Eg_0_Aug_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2313
NA_NA_NA_NA_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,8
CI_Eg_0_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,657
SK_Eg_0_Aug_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,11358
NR_Ba_50_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2210
SK_Ba_50_Jul_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,5891
CI_Al_15_Jul_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1074
CI_Ba_50_May_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,100
CI_Eg_0_May_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,86
PG_Eg_0_Aug_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,40813
PG_Ba_50_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1649
NR_Eg_0_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1948
PG_Eg_0_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,26895
SK_Ba_50_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1511
SK_Eg_0_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,4950
PG_Ba_50_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2581
CI_Eg_0_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,737
CI_Al_15_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,3362
SK_Eg_0_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2826
PG_Ba_50_Jul_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,5805
NR_Eg_0_Aug_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2708
CI_Al_15_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2565
PG_Ba_50_Aug_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,22384
CI_Eg_0_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,9
SK_Ba_50_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,5716
NR_Ba_50_Jul_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2922
SK_Ba_50_Aug_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1973
SK_Eg_0_Aug_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,10227
PG_Ba_50_Aug_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,37092
SK_Eg_0_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,7785
PG_Eg_0_Aug_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,20505
PG_Ba_50_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,38022
NR_Ba_50_Aug_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,90
NR_Eg_0_Jul_A_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,597
SK_Eg_0_Jul_C_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1296
SK_Ba_50_Jul_B_r2,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,6092
NR_Eg_0_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,2
CI_Ba_50_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1542
NR_Ba_50_Jul_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,28
CI_Al_15_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,444
PG_Eg_0_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,3225
CI_Ba_50_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1515
NR_Ba_50_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1880
NA_NA_NA_NA_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,4
NR_Eg_0_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,919
PG_Ba_50_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,5334
CI_Eg_0_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,6
CI_Eg_0_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1125
NR_Eg_0_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,4583
PG_Eg_0_Aug_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,43
PG_Ba_50_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,473
NR_Eg_0_Jul_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,180
NR_Ba_50_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,354
CI_Eg_0_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1142
PG_Ba_50_Jul_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,705
SK_Ba_50_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,30000
CI_Eg_0_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,236
CI_Al_15_Jul_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,664
SK_Eg_0_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,21000
PG_Ba_50_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,534
PG_Eg_0_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,2279
SK_Ba_50_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,43623
CI_Ba_50_Aug_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,3
CI_Eg_0_Aug_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,2958
PG_Ba_50_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,5408
CI_Al_15_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,429
PG_Ba_50_Aug_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,354
PG_Eg_0_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1926
NR_Eg_0_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1900
CI_Eg_0_Aug_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1644
NR_Ba_50_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,3296
SK_Ba_50_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,6
NR_Ba_50_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,29
PG_Ba_50_Aug_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,51
CI_Eg_0_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,1076
SK_Eg_0_May_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,30901
CI_Ba_50_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,2549
PG_Eg_0_Aug_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,656
PG_Ba_50_Aug_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,181
PG_Ba_50_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,2963
NR_Ba_50_Aug_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,6
SK_Eg_0_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,33306
SK_Ba_50_May_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,29898
NR_Eg_0_Jul_A_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,258
NR_Ba_50_May_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,6005
SK_Eg_0_Jul_C_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,5
SK_Ba_50_Jul_B_r2,5846d022f4dc9c22f746488ff272c67a14358bc7,19
NR_Eg_0_Jul_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,2764
NR_Eg_0_Aug_A_r2,b3b7552ad4cb087f2533f45f05c840503002203e,486
CI_Ba_50_May_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,16764
CI_Eg_0_Jul_B_r2,b3b7552ad4cb087f2533f45f05c840503002203e,95
SK_Eg_0_Aug_A_r2,b3b7552ad4cb087f2533f45f05c840503002203e,9
NR_Ba_50_Jul_B_r2,b3b7552ad4cb087f2533f45f05c840503002203e,2618
SK_Ba_50_Jul_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,391
CI_Al_15_Jul_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,400
PG_Eg_0_May_A_r2,b3b7552ad4cb087f2533f45f05c840503002203e,2611
CI_Ba_50_May_B_r2,b3b7552ad4cb087f2533f45f05c840503002203e,11450
NR_Ba_50_May_A_r2,b3b7552ad4cb087f2533f45f05c840503002203e,293
NA_NA_NA_NA_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,2
NR_Eg_0_May_B_r2,b3b7552ad4cb087f2533f45f05c840503002203e,242
NR_Ba_50_Aug_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,1259
PG_Ba_50_May_B_r2,b3b7552ad4cb087f2533f45f05c840503002203e,2292
CI_Eg_0_Jul_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,65
CI_Eg_0_May_A_r2,b3b7552ad4cb087f2533f45f05c840503002203e,20104
NR_Eg_0_May_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,251
PG_Eg_0_Aug_C_r2,b3b7552ad4cb087f2533f45f05c840503002203e,26
