sample,Hash,nReads
PG_Al_1_May_C_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,1059
PG_Al_6_May_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,752
PG_Al_15_May_A_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,98
PG_Al_6_May_A_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,379
CI_Al_6_Aug_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,226
PG_Al_3_May_C_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,279
PG_Al_10_May_C_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,131
PG_Al_10_May_A_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,542
PG_Al_15_May_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,615
PG_Al_10_May_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,88
CI_Al_3_Aug_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,621
CI_Al_10_Aug_B_r3,a33eb1dd4266e6e38371c047ab5b2df678e3fc69,775
CI_Al_15_Aug_B_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,193
CI_Al_1_Aug_A_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,440
CI_Al_6_Aug_A_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,2179
CI_Al_6_Aug_C_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,860
CI_Al_15_Aug_A_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,308
CI_Al_10_Aug_C_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,1282
CI_Al_3_Aug_A_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,598
CI_Al_1_Aug_B_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,1286
CI_Al_1_Aug_C_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,191
CI_Al_6_Aug_B_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,181
CI_Al_3_Aug_C_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,645
CI_Al_15_Aug_C_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,175
CI_Al_10_Aug_A_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,1051
CI_Al_3_Aug_B_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,568
CI_Al_10_Aug_B_r3,b13cfe9da457f2615d03c968f9707f7e2d455ad8,236
CI_Al_1_Aug_A_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,1153
PG_Al_1_Aug_A_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,105
CI_Al_10_Aug_C_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,886
PG_Al_1_Aug_B_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,110
CI_Al_3_Aug_A_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,87
CI_Al_1_Aug_B_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,531
CI_Al_1_Aug_C_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,6678
CI_Al_10_Aug_A_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,319
CI_Al_10_Aug_B_r3,7f884b9443cad026642502a6ff6579aecd04a0c3,159
PG_Al_6_May_C_r3,0a59e80719489be0fb8fc9cd68afd1366d5c6c90,4745
PG_Al_6_May_B_r3,0a59e80719489be0fb8fc9cd68afd1366d5c6c90,614
PG_Al_6_May_A_r3,0a59e80719489be0fb8fc9cd68afd1366d5c6c90,1611
PG_Al_3_May_C_r3,0a59e80719489be0fb8fc9cd68afd1366d5c6c90,2
CI_Al_10_Aug_B_r3,0a59e80719489be0fb8fc9cd68afd1366d5c6c90,2877
PG_Al_6_May_C_r3,092676e3254a1189dae593d838de1043e0d4afc4,3002
PG_Al_6_May_B_r3,092676e3254a1189dae593d838de1043e0d4afc4,1039
PG_Al_6_May_A_r3,092676e3254a1189dae593d838de1043e0d4afc4,4135
CI_Al_10_Aug_B_r3,092676e3254a1189dae593d838de1043e0d4afc4,1813
PG_Al_6_May_C_r3,53cdc0ec73df3dae894ef6d0b547baee2d4bdbae,2139
PG_Al_6_May_B_r3,53cdc0ec73df3dae894ef6d0b547baee2d4bdbae,4324
PG_Al_6_May_A_r3,53cdc0ec73df3dae894ef6d0b547baee2d4bdbae,1883
CI_Al_10_Aug_B_r3,53cdc0ec73df3dae894ef6d0b547baee2d4bdbae,1274
CI_Al_15_Aug_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,114
PG_Al_15_May_C_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,255
CI_Al_3_May_A_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,41
CI_Al_10_May_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,42
PG_Al_1_May_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,354
PG_Al_1_May_A_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,117
PG_Al_15_Aug_C_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,66
PG_Al_1_May_C_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,665
PG_Al_6_May_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,374
PG_Al_10_May_C_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,92
PG_Al_10_May_A_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,53
CI_Al_15_May_A_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,5756
CI_Al_15_May_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,750
PG_Al_10_May_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,205
CI_Al_3_Aug_B_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,270
CI_Al_10_May_A_r3,ddf6bfa4d2ac34fb80361a2e0f4bb5fad0fdc9ab,23
CI_Al_15_Aug_B_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,455
PG_Al_15_May_C_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,974
PG_Al_1_May_B_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,683
PG_Al_1_May_A_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,2004
PG_Al_1_May_C_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,1423
PG_Al_15_May_A_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,149
PG_Al_6_May_A_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,627
PG_Al_10_May_C_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,300
PG_Al_10_May_A_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,589
PG_Al_15_May_B_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,1196
PG_Al_10_May_B_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,409
CI_Al_3_Aug_B_r3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,632
CI_Al_6_Aug_C_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,1340
PG_Al_3_May_A_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,988
CI_Al_6_May_A_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,5
CI_Al_3_Aug_C_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,170
CI_Al_15_May_B_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,6656
CI_Al_3_Aug_B_r3,e91bdbc02733fae126b620db0d548ca510de6dfa,187
PG_Al_10_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,102
PG_Al_6_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,291
CI_Al_6_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,31
PG_Al_1_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,453
PG_Al_6_Aug_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,40
PG_Al_10_Aug_C_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,338
CI_Al_15_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,237
PG_Al_1_Aug_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,343
PG_Al_15_Aug_C_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,874
CI_Al_3_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,11
PG_Al_1_Aug_C_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,691
PG_Al_3_Aug_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,1045
PG_Al_3_Aug_C_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,959
NA_NA_NA_NA_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,306
PG_Al_10_Aug_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,211
PG_Al_15_Aug_B_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,894
PG_Al_6_Aug_C_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,1321
PG_Al_15_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,457
PG_Al_3_Aug_A_r3,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,161
CI_Al_6_Aug_B_r3,c4b17b29a98834c331e7f1c2e719b2edc337e499,4033
PG_Al_3_May_C_r3,c4b17b29a98834c331e7f1c2e719b2edc337e499,5147
PG_Al_10_Aug_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,1502
CI_Al_15_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,37
CI_Al_3_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,1305
CI_Al_1_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,224
PG_Al_15_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,28
PG_Al_1_Aug_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,492
PG_Al_6_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,285
PG_Al_6_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,221
PG_Al_10_Aug_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,505
CI_Al_3_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,113
CI_Al_10_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,49
CI_Al_10_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,10
PG_Al_1_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,155
PG_Al_15_Aug_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,122
PG_Al_1_Aug_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,319
PG_Al_3_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,215
PG_Al_3_Aug_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,519
PG_Al_6_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,313
PG_Al_15_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,93
CI_Al_6_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,160
NA_NA_NA_NA_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,146
CI_Al_1_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,200
PG_Al_10_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,431
PG_Al_10_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,33
PG_Al_15_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,268
CI_Al_6_May_C_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,170
PG_Al_15_Aug_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,307
CI_Al_1_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,127
PG_Al_10_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,9
PG_Al_15_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,403
PG_Al_3_Aug_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,127
CI_Al_6_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,129
PG_Al_10_May_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,60
CI_Al_10_Aug_B_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,206
CI_Al_10_May_A_r3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,32
CI_Al_3_May_C_r3,44041d8835822080f5267b7cc57698814da2960a,5
PG_Al_6_Aug_C_r3,44041d8835822080f5267b7cc57698814da2960a,8667
CI_Al_10_May_B_r3,d4b0c3df89fb3065455545fc3adb157d83666f8f,1489
CI_Al_10_May_C_r3,d4b0c3df89fb3065455545fc3adb157d83666f8f,4189
CI_Al_10_May_A_r3,d4b0c3df89fb3065455545fc3adb157d83666f8f,2666
CI_Al_15_Aug_B_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,154
PG_Al_6_May_C_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,24
PG_Al_10_Aug_C_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,7882
PG_Al_15_May_A_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,220
CI_Al_3_Aug_C_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,67
PG_Al_15_Aug_A_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,22
CI_Al_10_Aug_A_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,551
CI_Al_3_Aug_B_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,311
CI_Al_10_Aug_B_r3,6da6b9756ee8c23e63db3e6a00a71c8f8d183875,24
CI_Al_15_May_B_r3,7805ffbf749e106f9ac52e4487f5d30782df944d,8926
CI_Al_15_Aug_B_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,161
CI_Al_1_Aug_A_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,1010
CI_Al_6_Aug_A_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,580
CI_Al_6_Aug_C_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,1134
CI_Al_15_Aug_A_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,578
CI_Al_10_Aug_C_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,567
CI_Al_3_Aug_A_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,794
CI_Al_1_Aug_B_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,741
CI_Al_1_Aug_C_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,658
CI_Al_6_Aug_B_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,351
CI_Al_3_Aug_C_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,959
CI_Al_15_Aug_C_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,306
CI_Al_10_Aug_A_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,412
CI_Al_3_Aug_B_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,535
CI_Al_10_Aug_B_r3,8e20230fb02a08f23ee6d7fc1a192f0e05524338,65
CI_Al_6_Aug_C_r3,dd33999c064040d6cdd45038e9de1ed3bcf694ec,8705
PG_Al_3_Aug_B_r3,dd33999c064040d6cdd45038e9de1ed3bcf694ec,2
CI_Al_1_Aug_A_r3,0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,7060
CI_Al_10_May_B_r3,0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,151
PG_Al_1_May_B_r3,0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,19
CI_Al_10_Aug_A_r3,0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,250
CI_Al_3_Aug_B_r3,0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,793
CI_Al_6_Aug_A_r3,41ee611e64fe1a20a25b87d3f09ae88189619068,8088
CI_Al_1_Aug_B_r3,abc5e8b31d966123348410fef77bdecd585232d7,8593
CI_Al_15_May_C_r3,dde857eeb30c1f798041a95405010ec3a90997a7,8848
PG_Al_3_May_B_r3,b6a00ce66da05ba10d45c753b915d1f2e47e6452,1194
CI_Al_6_Aug_B_r3,b6a00ce66da05ba10d45c753b915d1f2e47e6452,3101
PG_Al_3_May_C_r3,b6a00ce66da05ba10d45c753b915d1f2e47e6452,4349
CI_Al_15_Aug_B_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,1892
PG_Al_3_May_B_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,221
PG_Al_3_May_A_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,246
PG_Al_10_May_C_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,1604
PG_Al_10_May_A_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,2214
PG_Al_10_May_B_r3,e02175a237559d4f0b26ba2e796fa905138fdb67,2139
CI_Al_15_Aug_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,319
CI_Al_1_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,33
PG_Al_3_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,204
PG_Al_15_May_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,336
PG_Al_6_May_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,1061
PG_Al_1_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,452
PG_Al_1_May_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,652
PG_Al_1_Aug_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,72
PG_Al_3_Aug_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,416
PG_Al_1_May_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,760
PG_Al_6_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,653
CI_Al_6_May_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,82
PG_Al_6_May_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,204
NA_NA_NA_NA_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,35
CI_Al_1_May_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,12
PG_Al_10_Aug_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,217
PG_Al_10_May_C_r3,34cdf55b1b94725a122f2926508a29ed60aea543,237
PG_Al_15_Aug_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,349
CI_Al_1_May_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,108
PG_Al_10_May_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,92
PG_Al_15_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,129
PG_Al_3_Aug_A_r3,34cdf55b1b94725a122f2926508a29ed60aea543,7
CI_Al_6_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,20
PG_Al_10_May_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,711
CI_Al_3_Aug_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,327
CI_Al_10_Aug_B_r3,34cdf55b1b94725a122f2926508a29ed60aea543,676
CI_Al_1_May_B_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,2342
PG_Al_6_May_C_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,64
CI_Al_10_May_B_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,1190
CI_Al_10_May_C_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,714
CI_Al_6_May_A_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,1351
CI_Al_1_May_C_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,546
CI_Al_6_May_C_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,433
CI_Al_1_May_A_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,951
CI_Al_6_May_B_r3,433f1af44603d12596cb3c6f0ef504ea0fde6884,511
CI_Al_15_May_C_r3,766698b72c98f50b9979ad654b7ff25ef495e481,8527
PG_Al_10_Aug_C_r3,766698b72c98f50b9979ad654b7ff25ef495e481,3
CI_Al_6_May_C_r3,766698b72c98f50b9979ad654b7ff25ef495e481,5
PG_Al_3_May_A_r3,4ec3d55bfb557a2fae5d1cc59174b46dba2ad4cf,7568
PG_Al_6_Aug_B_r3,d02b4d209da0df8a46558de3713b9e6e11e7b1cc,4
CI_Al_1_Aug_B_r3,d02b4d209da0df8a46558de3713b9e6e11e7b1cc,8064
PG_Al_10_Aug_B_r3,d02b4d209da0df8a46558de3713b9e6e11e7b1cc,3
CI_Al_6_May_C_r3,d02b4d209da0df8a46558de3713b9e6e11e7b1cc,25
CI_Al_15_Aug_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,494
PG_Al_3_May_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,2
PG_Al_6_May_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,503
CI_Al_6_Aug_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,2970
PG_Al_3_May_C_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,3622
PG_Al_10_May_C_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,360
PG_Al_15_May_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,54
PG_Al_10_May_B_r3,58f60dd12a81a37d2cc21f35e67a0a6a2a0cb59a,266
CI_Al_15_Aug_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,1120
CI_Al_1_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,16
PG_Al_15_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,1289
CI_Al_3_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,173
CI_Al_10_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,103
PG_Al_1_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,1162
PG_Al_1_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,164
PG_Al_1_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,91
PG_Al_6_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,140
PG_Al_15_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,162
CI_Al_6_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,67
PG_Al_6_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,13
CI_Al_6_Aug_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,794
PG_Al_3_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,847
PG_Al_10_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,787
CI_Al_6_May_C_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,54
CI_Al_1_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,97
PG_Al_10_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,736
PG_Al_15_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,99
CI_Al_6_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,32
PG_Al_10_May_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,392
CI_Al_3_Aug_B_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,63
CI_Al_10_May_A_r3,93c7654373cc42df94be5f32b722c7cb5d3fdcd1,18
CI_Al_15_May_C_r3,e0acb763dfd23f0b082345642671ba69282cfe4e,7134
CI_Al_15_May_A_r3,e0acb763dfd23f0b082345642671ba69282cfe4e,864
CI_Al_3_Aug_B_r3,e0acb763dfd23f0b082345642671ba69282cfe4e,80
PG_Al_10_Aug_A_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,2444
CI_Al_15_Aug_B_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,1058
PG_Al_10_Aug_B_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,1294
PG_Al_10_May_C_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,842
PG_Al_10_May_A_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,601
PG_Al_10_May_B_r3,1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,864
CI_Al_15_Aug_B_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,87
CI_Al_1_Aug_A_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,276
CI_Al_6_Aug_A_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,979
CI_Al_6_Aug_C_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,609
CI_Al_15_Aug_A_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,963
CI_Al_10_Aug_C_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,501
CI_Al_3_Aug_A_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,747
CI_Al_1_Aug_B_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,636
CI_Al_1_Aug_C_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,388
CI_Al_6_Aug_B_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,99
CI_Al_3_Aug_C_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,387
CI_Al_15_Aug_C_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,923
CI_Al_10_Aug_A_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,451
CI_Al_3_Aug_B_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,562
CI_Al_10_Aug_B_r3,81b005ee82a26545f60e6f3e9576bf7b9b1dda17,58
CI_Al_15_May_C_r3,6a440cc0a2c41ba414f959789c989144c1b99b77,8063
PG_Al_6_May_C_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,1215
PG_Al_3_May_A_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,1829
PG_Al_1_May_A_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,74
PG_Al_1_May_C_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,788
PG_Al_6_May_B_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,2443
PG_Al_15_May_A_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,101
PG_Al_10_May_A_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,115
PG_Al_15_May_B_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,179
PG_Al_10_May_B_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,148
CI_Al_3_Aug_B_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,348
CI_Al_10_Aug_B_r3,f1e30f6bee6f562594421f929f343cb2dacd2dee,709
CI_Al_15_Aug_B_r3,56a7e3ca04245b2dbd25ae606af2aa452064362d,18
