sample,Hash,nReads
SK_Al_6_Aug_A_r4,329090d077f862ed845b9dd5a7de2905464cd903,179
SK_Al_6_Aug_B_r4,329090d077f862ed845b9dd5a7de2905464cd903,143
SK_Al_10_Aug_C_r4,329090d077f862ed845b9dd5a7de2905464cd903,138
SK_Al_15_Aug_B_r4,329090d077f862ed845b9dd5a7de2905464cd903,116
SK_Al_3_Aug_B_r4,329090d077f862ed845b9dd5a7de2905464cd903,706
SK_Al_10_Aug_A_r4,329090d077f862ed845b9dd5a7de2905464cd903,45
SK_Al_3_Aug_A_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,260
SK_Al_6_Aug_C_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,455
SK_Al_10_Aug_B_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,546
SK_Al_1_Aug_C_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,207
SK_Al_15_Aug_C_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,339
SK_Al_15_Aug_A_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,133
SK_Al_1_Aug_A_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,359
SK_Al_6_Aug_A_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,231
SK_Al_6_Aug_B_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,225
SK_Al_15_Aug_B_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,433
SK_Al_3_Aug_B_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,332
SK_Al_10_Aug_A_r4,0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,70
SK_Al_10_Aug_B_r4,594149b6431cc346806a92f05275fbfaf2507959,144
SK_Al_6_Jul_A_r4,594149b6431cc346806a92f05275fbfaf2507959,118
SK_Al_10_Jul_C_r4,594149b6431cc346806a92f05275fbfaf2507959,64
NR_Ac_10_Jul_C_r4,594149b6431cc346806a92f05275fbfaf2507959,672
SK_Al_15_Aug_A_r4,594149b6431cc346806a92f05275fbfaf2507959,633
NR_Ac_3_Jul_A_r4,594149b6431cc346806a92f05275fbfaf2507959,114
NR_Ac_3_Aug_C_r4,594149b6431cc346806a92f05275fbfaf2507959,111
SK_Al_10_Jul_A_r4,594149b6431cc346806a92f05275fbfaf2507959,166
NR_Ac_10_Aug_B_r4,594149b6431cc346806a92f05275fbfaf2507959,77
SK_Al_15_Aug_B_r4,594149b6431cc346806a92f05275fbfaf2507959,80
SK_Al_3_Jul_C_r4,594149b6431cc346806a92f05275fbfaf2507959,110
NR_Ac_15_Aug_A_r4,594149b6431cc346806a92f05275fbfaf2507959,722
SK_Al_10_Aug_A_r4,594149b6431cc346806a92f05275fbfaf2507959,420
NR_Ac_15_Aug_C_r4,eca5e3210ce611a85b8665cab979f006a848ec35,725
SK_Al_10_Aug_C_r4,eca5e3210ce611a85b8665cab979f006a848ec35,2002
NR_Ac_15_Aug_A_r4,eca5e3210ce611a85b8665cab979f006a848ec35,838
SK_Al_1_Jul_C_r4,b592401abf59e186dba67d939b5365431ceefd78,115
SK_Al_10_Aug_B_r4,b592401abf59e186dba67d939b5365431ceefd78,212
SK_Al_6_Jul_A_r4,b592401abf59e186dba67d939b5365431ceefd78,171
SK_Al_1_Jul_A_r4,b592401abf59e186dba67d939b5365431ceefd78,71
SK_Al_10_Jul_C_r4,b592401abf59e186dba67d939b5365431ceefd78,128
SK_Al_15_Aug_A_r4,b592401abf59e186dba67d939b5365431ceefd78,746
NR_Ac_3_Jul_A_r4,b592401abf59e186dba67d939b5365431ceefd78,57
NR_Ac_3_Aug_C_r4,b592401abf59e186dba67d939b5365431ceefd78,142
SK_Al_15_Jul_C_r4,b592401abf59e186dba67d939b5365431ceefd78,66
SK_Al_10_Jul_A_r4,b592401abf59e186dba67d939b5365431ceefd78,227
NR_Ac_10_Aug_B_r4,b592401abf59e186dba67d939b5365431ceefd78,150
SK_Al_15_Aug_B_r4,b592401abf59e186dba67d939b5365431ceefd78,128
SK_Al_3_Jul_C_r4,b592401abf59e186dba67d939b5365431ceefd78,125
NR_Ac_15_Aug_A_r4,b592401abf59e186dba67d939b5365431ceefd78,529
SK_Al_10_Aug_A_r4,b592401abf59e186dba67d939b5365431ceefd78,451
NR_Ac_3_Aug_C_r4,4104eceaeab8459efeb4b33386a9d99977527260,2
NR_Ac_6_Jul_C_r4,4104eceaeab8459efeb4b33386a9d99977527260,3543
NR_Ac_15_Aug_C_r4,ff0c6640de31e03f9f3df08b50cc6a06f1d71ed3,1229
SK_Al_10_Aug_C_r4,ff0c6640de31e03f9f3df08b50cc6a06f1d71ed3,172
NR_Ac_15_Aug_A_r4,ff0c6640de31e03f9f3df08b50cc6a06f1d71ed3,735
NR_Ac_6_Aug_B_r4,02345eed9e22ebaa7c5a8eb977ebb645bd8a559e,3102
SK_Al_1_Jul_C_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,45
SK_Al_10_Aug_B_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,242
SK_Al_6_Jul_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,196
SK_Al_10_Jul_C_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,158
SK_Al_15_Aug_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,803
NR_Ac_3_Jul_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,76
SK_Al_15_Jul_C_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,93
SK_Al_10_Jul_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,261
NR_Ac_10_Aug_B_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,149
SK_Al_3_Jul_C_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,143
NR_Ac_15_Aug_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,519
SK_Al_10_Aug_A_r4,5feee864d20b91cf17424e3249fbe5926247e1f0,461
NR_Ac_6_Aug_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,276
NR_Ac_6_Jul_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,381
NR_Ac_1_Jul_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,16
NR_Ac_1_Jul_C_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,44
NR_Ac_10_Jul_C_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,394
NR_Ac_3_Jul_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,48
SK_Al_15_Jul_A_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,3
NR_Ac_3_Jul_A_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,28
NR_Ac_3_Aug_C_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,475
NR_Ac_1_Aug_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,84
NR_Ac_3_Aug_A_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,364
NR_Ac_3_Aug_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,801
NR_Ac_10_Jul_B_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,410
NR_Ac_3_Jul_C_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,21
NR_Ac_10_Jul_A_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,7
NR_Ac_6_Jul_A_r4,64b81e9dec0da4bc1f584824bad979734f5782b6,56
SK_Al_1_Jul_C_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,92
SK_Al_6_Jul_A_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,317
SK_Al_6_Jul_C_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,188
SK_Al_15_Jul_A_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,106
NR_Ac_3_Aug_C_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,171
SK_Al_15_Jul_C_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,139
SK_Al_10_Jul_A_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,94
NR_Ac_10_Aug_B_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,932
SK_Al_15_Aug_B_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,123
SK_Al_3_Jul_C_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,93
SK_Al_10_Aug_A_r4,5a875fe22da0397c88d64a330e977f8c64d6ab98,387
NR_Ac_10_Jul_C_r4,c33ed32cb48462139de1ffa107f541392ac57b90,274
NR_Ac_1_Aug_C_r4,c33ed32cb48462139de1ffa107f541392ac57b90,370
NR_Ac_6_Aug_A_r4,c33ed32cb48462139de1ffa107f541392ac57b90,889
NR_Ac_1_Aug_B_r4,c33ed32cb48462139de1ffa107f541392ac57b90,662
NR_Ac_3_Aug_A_r4,c33ed32cb48462139de1ffa107f541392ac57b90,593
NR_Ac_3_Jul_C_r4,c33ed32cb48462139de1ffa107f541392ac57b90,142
NR_Ac_10_Jul_A_r4,c33ed32cb48462139de1ffa107f541392ac57b90,265
NR_Ac_6_Jul_B_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,91
NR_Ac_1_Jul_B_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,226
NR_Ac_1_Jul_C_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,39
NR_Ac_10_Jul_C_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,593
NR_Ac_3_Jul_B_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,251
NR_Ac_6_Aug_A_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,307
NR_Ac_3_Jul_A_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,355
NR_Ac_10_Jul_B_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,312
NR_Ac_3_Jul_C_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,618
NR_Ac_10_Jul_A_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,118
NR_Ac_1_Jul_A_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,134
NR_Ac_6_Jul_A_r4,f73e589fee3c6f0a4f5f724d60babb9113b739b7,86
SK_Al_3_Aug_A_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,1072
SK_Al_1_Jul_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,46
SK_Al_6_Aug_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,26
SK_Al_10_Aug_B_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,619
SK_Al_6_Jul_A_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,27
SK_Al_3_Aug_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,44
SK_Al_1_Aug_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,121
SK_Al_15_Aug_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,647
SK_Al_10_Jul_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,9
SK_Al_15_Aug_A_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,22
SK_Al_15_Jul_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,3
SK_Al_6_Aug_A_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,61
SK_Al_6_Aug_B_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,19
SK_Al_10_Aug_C_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,44
SK_Al_15_Aug_B_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,339
SK_Al_10_Aug_A_r4,58f62c44424a119a1d0f5b707d97c27eb50427a0,111
NR_Ac_1_Jul_B_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,1451
NR_Ac_10_Jul_C_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,3143
NR_Ac_3_Jul_B_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,634
NR_Ac_3_Jul_C_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,1056
NR_Ac_10_Jul_A_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,314
NR_Ac_1_Jul_A_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,804
NR_Ac_15_Jul_B_r4,5affd1558bb23b252f214c6ed92f1f497a76a3da,5
SK_Al_1_Jul_C_r4,c5c110e01d3238ba797770f43ffac61582905881,484
SK_Al_6_Jul_A_r4,c5c110e01d3238ba797770f43ffac61582905881,102
SK_Al_10_Jul_C_r4,c5c110e01d3238ba797770f43ffac61582905881,324
SK_Al_6_Jul_C_r4,c5c110e01d3238ba797770f43ffac61582905881,143
NR_Ac_3_Aug_C_r4,c5c110e01d3238ba797770f43ffac61582905881,288
SK_Al_15_Jul_C_r4,c5c110e01d3238ba797770f43ffac61582905881,276
SK_Al_10_Jul_A_r4,c5c110e01d3238ba797770f43ffac61582905881,441
NR_Ac_10_Aug_B_r4,c5c110e01d3238ba797770f43ffac61582905881,619
SK_Al_10_Aug_A_r4,c5c110e01d3238ba797770f43ffac61582905881,107
NR_Ac_15_Aug_C_r4,9b0928a35810bec774d796ca4c32d06bea5b3a46,362
SK_Al_10_Aug_C_r4,9b0928a35810bec774d796ca4c32d06bea5b3a46,2278
NR_Ac_15_Aug_A_r4,9b0928a35810bec774d796ca4c32d06bea5b3a46,222
SK_Al_6_Aug_C_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,102
NR_Ac_10_Jul_C_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,1851
NR_Ac_3_Jul_C_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,172
NR_Ac_10_Jul_A_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,686
SK_Al_6_Aug_A_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,65
NR_Ac_1_Jul_A_r4,a0b92f52b88ef73b1dadcec68f9194104b5fae9f,19
SK_Al_10_Aug_B_r4,335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,158
NR_Ac_1_Jul_B_r4,335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,20
NR_Ac_10_Jul_C_r4,335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,2613
NR_Ac_3_Jul_B_r4,335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,16
NR_Ac_3_Jul_A_r4,335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,246
SK_Al_6_Aug_C_r4,9ba84255da188b331a6f528376f6ea80a426b346,360
SK_Al_10_Aug_B_r4,9ba84255da188b331a6f528376f6ea80a426b346,325
SK_Al_3_Aug_C_r4,9ba84255da188b331a6f528376f6ea80a426b346,63
SK_Al_1_Aug_C_r4,9ba84255da188b331a6f528376f6ea80a426b346,321
SK_Al_15_Aug_C_r4,9ba84255da188b331a6f528376f6ea80a426b346,176
SK_Al_1_Aug_A_r4,9ba84255da188b331a6f528376f6ea80a426b346,59
SK_Al_6_Aug_A_r4,9ba84255da188b331a6f528376f6ea80a426b346,140
SK_Al_6_Aug_B_r4,9ba84255da188b331a6f528376f6ea80a426b346,226
SK_Al_10_Aug_C_r4,9ba84255da188b331a6f528376f6ea80a426b346,610
SK_Al_15_Aug_B_r4,9ba84255da188b331a6f528376f6ea80a426b346,625
SK_Al_3_Aug_B_r4,9ba84255da188b331a6f528376f6ea80a426b346,50
SK_Al_10_Aug_A_r4,9ba84255da188b331a6f528376f6ea80a426b346,136
SK_Al_3_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,85
SK_Al_1_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,309
SK_Al_6_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,71
NR_Ac_1_Aug_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,57
SK_Al_1_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,29
SK_Al_10_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,53
NR_Ac_15_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,98
SK_Al_6_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,122
NR_Ac_3_Jul_B_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,59
SK_Al_15_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,115
NR_Ac_3_Aug_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,81
SK_Al_15_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,47
NR_Ac_15_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,163
NR_Ac_3_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,209
NR_Ac_10_Aug_B_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,553
NR_Ac_10_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,112
SK_Al_15_Aug_B_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,153
NR_Ac_1_Jul_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,52
SK_Al_3_Jul_C_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,146
NR_Ac_15_Aug_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,78
SK_Al_10_Aug_A_r4,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,186
NR_Ac_6_Jul_C_r4,bd768f8eeee38f87254990605ac3aebb54c1d6d0,2785
NR_Ac_10_Aug_A_r4,5a227e1cfa90577c0d533f6e29af7554312ca710,2655
NR_Ac_6_Jul_B_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,577
SK_Al_10_Jul_C_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,134
NR_Ac_1_Jul_B_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,17
NR_Ac_1_Jul_C_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,122
NR_Ac_10_Jul_C_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,659
NR_Ac_3_Jul_B_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,244
NR_Ac_3_Jul_A_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,107
NR_Ac_10_Jul_B_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,157
NR_Ac_3_Jul_C_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,46
NR_Ac_10_Jul_A_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,330
NR_Ac_1_Jul_A_r4,6b3e71ad53ca07645be174445bccd9f009d6a509,277
SK_Al_3_Aug_A_r4,82a71addba6140ae5c1f99a613c2848619200cf4,177
SK_Al_6_Aug_C_r4,82a71addba6140ae5c1f99a613c2848619200cf4,318
SK_Al_10_Aug_B_r4,82a71addba6140ae5c1f99a613c2848619200cf4,292
SK_Al_15_Aug_C_r4,82a71addba6140ae5c1f99a613c2848619200cf4,269
SK_Al_15_Aug_A_r4,82a71addba6140ae5c1f99a613c2848619200cf4,182
SK_Al_1_Aug_A_r4,82a71addba6140ae5c1f99a613c2848619200cf4,402
SK_Al_6_Aug_A_r4,82a71addba6140ae5c1f99a613c2848619200cf4,268
SK_Al_6_Aug_B_r4,82a71addba6140ae5c1f99a613c2848619200cf4,230
SK_Al_3_Aug_B_r4,82a71addba6140ae5c1f99a613c2848619200cf4,239
SK_Al_10_Aug_A_r4,82a71addba6140ae5c1f99a613c2848619200cf4,135
SK_Al_3_Aug_A_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,130
SK_Al_6_Aug_C_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,502
SK_Al_3_Aug_C_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,294
SK_Al_1_Aug_C_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,108
SK_Al_15_Aug_C_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,40
SK_Al_15_Aug_A_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,115
SK_Al_1_Aug_A_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,359
SK_Al_6_Aug_A_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,269
SK_Al_6_Aug_B_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,195
SK_Al_10_Aug_C_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,155
SK_Al_3_Aug_B_r4,9e88c52cd7cbdcb78a3121de21a896cc6bd1b1f8,200
SK_Al_3_Jul_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,40
SK_Al_1_Jul_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,72
SK_Al_6_Jul_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,273
SK_Al_1_Jul_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,58
SK_Al_10_Jul_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,214
SK_Al_6_Jul_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,177
NR_Ac_15_Aug_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,3
SK_Al_15_Jul_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,94
NR_Ac_3_Aug_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,306
SK_Al_15_Jul_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,147
SK_Al_10_Jul_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,188
NR_Ac_10_Aug_B_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,357
SK_Al_15_Aug_B_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,134
SK_Al_3_Jul_C_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,198
SK_Al_10_Aug_A_r4,dfd790f9b862e6415cbc236cc53b855a976f1714,211
NR_Ac_15_Jul_A_r4,7237bd9dda56dafaf30572f138dae69d125c24c6,521
NR_Ac_15_Jul_C_r4,7237bd9dda56dafaf30572f138dae69d125c24c6,1037
NR_Ac_15_Jul_B_r4,7237bd9dda56dafaf30572f138dae69d125c24c6,503
NR_Ac_1_Aug_A_r4,433f1af44603d12596cb3c6f0ef504ea0fde6884,879
NR_Ac_15_Jul_A_r4,433f1af44603d12596cb3c6f0ef504ea0fde6884,522
NR_Ac_15_Jul_C_r4,433f1af44603d12596cb3c6f0ef504ea0fde6884,601
NR_Ac_10_Jul_A_r4,433f1af44603d12596cb3c6f0ef504ea0fde6884,70
NR_Ac_15_Jul_B_r4,433f1af44603d12596cb3c6f0ef504ea0fde6884,463
SK_Al_6_Aug_C_r4,94c588e6ab1073697228d4dab6b89329263a56f8,364
SK_Al_10_Aug_B_r4,94c588e6ab1073697228d4dab6b89329263a56f8,500
SK_Al_1_Aug_C_r4,94c588e6ab1073697228d4dab6b89329263a56f8,221
SK_Al_1_Aug_A_r4,94c588e6ab1073697228d4dab6b89329263a56f8,60
SK_Al_6_Aug_B_r4,94c588e6ab1073697228d4dab6b89329263a56f8,223
SK_Al_10_Aug_C_r4,94c588e6ab1073697228d4dab6b89329263a56f8,605
SK_Al_15_Aug_B_r4,94c588e6ab1073697228d4dab6b89329263a56f8,346
NR_Ac_10_Jul_C_r4,e14cf7744795f77bff3e490b55f4f7ac50d39484,2262
NR_Ac_3_Aug_C_r4,224c486fd8bfa49bb51eeffb6f12ef0671b0b4f3,2537
NR_Ac_10_Aug_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,16
NR_Ac_6_Aug_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,99
NR_Ac_6_Jul_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,47
NR_Ac_1_Jul_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,41
NR_Ac_1_Jul_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,28
NR_Ac_10_Jul_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,286
NR_Ac_3_Jul_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,41
NR_Ac_1_Aug_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,22
NR_Ac_6_Aug_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,54
NR_Ac_3_Jul_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,54
NR_Ac_3_Aug_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,17
NR_Ac_1_Aug_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,80
NR_Ac_3_Aug_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,16
NR_Ac_6_Jul_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,19
NR_Ac_3_Aug_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,54
NR_Ac_10_Jul_B_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,66
NR_Ac_3_Jul_C_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,13
NR_Ac_10_Jul_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,107
NR_Ac_1_Jul_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,52
NR_Ac_6_Jul_A_r4,c5b33e526e0cfc30253e1f1dd463a58be57ca9b7,1133
NR_Ac_15_Aug_C_r4,fed36d39c2043fba9190b3aa07380c86808453bf,1062
NR_Ac_15_Aug_A_r4,fed36d39c2043fba9190b3aa07380c86808453bf,324
NR_Ac_10_Aug_A_r4,b287ab39e0e1abc197a755b8aa57137b4769c47b,1068
NR_Ac_10_Aug_C_r4,b287ab39e0e1abc197a755b8aa57137b4769c47b,1105
NR_Ac_6_Jul_A_r4,147e973e714174591cb6dbced35312f6d1c69ac1,2161
NR_Ac_10_Aug_A_r4,bd445bb77f0e6995006b0eaaa5d780bde9a8464c,2299
NR_Ac_6_Aug_B_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,40
SK_Al_3_Jul_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,17
SK_Al_1_Jul_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,57
SK_Al_10_Aug_B_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,101
SK_Al_6_Jul_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,50
SK_Al_3_Aug_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,24
SK_Al_1_Aug_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,4
SK_Al_15_Aug_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,7
SK_Al_1_Jul_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,43
SK_Al_10_Jul_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,84
SK_Al_6_Jul_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,71
SK_Al_15_Aug_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,72
NR_Ac_1_Aug_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,311
SK_Al_1_Aug_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,2
NR_Ac_6_Aug_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,174
SK_Al_15_Jul_A_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,15
NR_Ac_3_Aug_C_r4,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,92
