sample,Hash,nReads
SK_Al_10_Jul_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,5483
SK_Al_6_Jul_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,8383
SK_Al_15_Jul_A_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,6696
NR_Ac_3_Aug_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,13888
SK_Al_15_Jul_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,6565
NR_Ac_6_Aug_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,9
SK_Al_10_Jul_A_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,10773
NR_Ac_1_Aug_B_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,6
NR_Ac_6_Jul_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,3
NR_Ac_10_Aug_B_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,29628
SK_Al_6_Aug_A_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,109
SK_Al_10_Aug_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,52
SK_Al_15_Aug_B_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,7688
NR_Ac_6_Jul_A_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,3
SK_Al_3_Jul_C_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,9566
SK_Al_10_Aug_A_r4,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,14473
NR_Ac_6_Aug_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,1648
NR_Ac_6_Jul_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,7461
SK_Al_6_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,5
SK_Al_6_Jul_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,7
SK_Al_3_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,5
NR_Ac_1_Aug_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,18
SK_Al_15_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,24
SK_Al_10_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,18
NR_Ac_1_Jul_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,7634
NR_Ac_1_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,4179
NR_Ac_10_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,23031
NR_Ac_3_Jul_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,8337
NR_Ac_1_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,2625
NR_Ac_6_Aug_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,2630
NR_Ac_3_Jul_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,10137
NR_Ac_3_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,1405
NR_Ac_6_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,169
NR_Ac_1_Aug_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,3326
NR_Ac_3_Aug_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,656
NR_Ac_15_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,120
NR_Ac_6_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,2888
NR_Ac_3_Aug_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,1418
NR_Ac_10_Jul_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,8191
NR_Ac_3_Jul_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,7193
NR_Ac_10_Jul_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,4143
SK_Al_10_Aug_C_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,44
NR_Ac_1_Jul_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,5817
NR_Ac_6_Jul_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,6239
NR_Ac_15_Aug_A_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,250
NR_Ac_15_Jul_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,145
SK_Al_3_Aug_B_r4,3e967b2cb1139cdab2f062fe0005898007a2d247,4
SK_Al_3_Jul_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,2040
SK_Al_1_Jul_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,7005
SK_Al_10_Aug_B_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,118
SK_Al_6_Jul_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,6016
SK_Al_1_Aug_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,74
SK_Al_1_Jul_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,2527
SK_Al_10_Jul_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,5591
SK_Al_6_Jul_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,5181
SK_Al_15_Jul_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,4768
NR_Ac_3_Aug_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,9746
SK_Al_15_Jul_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,4548
SK_Al_10_Jul_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,8046
NR_Ac_10_Aug_B_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,18571
SK_Al_6_Aug_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,28
SK_Al_15_Aug_B_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,5123
SK_Al_3_Jul_C_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,7598
SK_Al_10_Aug_A_r4,bc6b1aeae602820e9af67763214c3b38c6d34f7c,10078
NR_Ac_6_Aug_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,7620
SK_Al_3_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,7
SK_Al_1_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,8
SK_Al_6_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,50
NR_Ac_1_Aug_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,113
SK_Al_1_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,76
NR_Ac_1_Jul_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,1910
NR_Ac_1_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,799
NR_Ac_10_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,5296
NR_Ac_15_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,51
SK_Al_6_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,29
NR_Ac_3_Jul_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,822
NR_Ac_1_Aug_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,7899
NR_Ac_15_Aug_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,863
NR_Ac_6_Aug_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,5009
SK_Al_15_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,5
NR_Ac_3_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,3021
NR_Ac_3_Aug_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,3256
SK_Al_15_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,14
NR_Ac_6_Aug_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,5321
NR_Ac_1_Aug_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,5109
NR_Ac_3_Aug_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,14562
NR_Ac_15_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,158
NR_Ac_6_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,4175
NR_Ac_3_Aug_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,9991
NR_Ac_10_Jul_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,1714
NR_Ac_3_Jul_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,2751
NR_Ac_10_Aug_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,14
NR_Ac_10_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,1510
SK_Al_10_Aug_C_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,1115
SK_Al_15_Aug_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,29
NR_Ac_1_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,1174
NR_Ac_6_Jul_A_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,508
NR_Ac_15_Jul_B_r4,e294b257e9eaf219586d0deec990b0d66720bb9b,53
NR_Ac_10_Aug_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,8
SK_Al_3_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1828
SK_Al_1_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1330
SK_Al_10_Aug_B_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1784
SK_Al_6_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2217
NR_Ac_1_Aug_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,337
SK_Al_15_Aug_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,6493
SK_Al_1_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,866
SK_Al_10_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,3258
NR_Ac_15_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,205
SK_Al_6_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1979
SK_Al_15_Aug_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,6777
NR_Ac_3_Jul_B_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,217
SK_Al_15_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2262
NR_Ac_3_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,1011
NR_Ac_3_Aug_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,4345
NR_Ac_10_Aug_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,15
SK_Al_15_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2440
NR_Ac_6_Aug_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,5
SK_Al_10_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2401
NR_Ac_15_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,276
NR_Ac_3_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2792
NR_Ac_10_Aug_B_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,8493
NR_Ac_10_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,432
SK_Al_10_Aug_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,4470
SK_Al_15_Aug_B_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,8374
NR_Ac_1_Jul_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,176
SK_Al_3_Jul_C_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,3278
NR_Ac_15_Aug_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,719
NR_Ac_15_Jul_B_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,181
SK_Al_10_Aug_A_r4,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,5499
NR_Ac_6_Jul_B_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,39
NR_Ac_1_Aug_A_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,5
SK_Al_1_Jul_A_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,13
NA_NA_NA_NA_B_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,21892
NR_Ac_6_Aug_C_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,2
NA_NA_NA_NA_A_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,16132
NA_NA_NA_NA_C_r4,2e46f9be10f6c3fe32646ff7213f9a80843c7e41,14593
SK_Al_3_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,805
SK_Al_1_Jul_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,4780
SK_Al_6_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,3089
SK_Al_1_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,1734
SK_Al_10_Jul_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,2788
SK_Al_6_Jul_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,2619
SK_Al_15_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,2615
NR_Ac_3_Aug_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,5277
SK_Al_15_Jul_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,2608
NR_Ac_6_Aug_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,5
SK_Al_10_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,4477
NR_Ac_10_Aug_B_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,10190
SK_Al_10_Aug_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,4
SK_Al_15_Aug_B_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,3159
NR_Ac_1_Jul_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,6
SK_Al_3_Jul_C_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,3901
SK_Al_10_Aug_A_r4,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,4683
SK_Al_3_Jul_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,647
SK_Al_1_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2495
SK_Al_6_Jul_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,3205
SK_Al_1_Jul_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,906
SK_Al_10_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2787
NR_Ac_10_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2
SK_Al_6_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2876
SK_Al_15_Jul_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2224
NR_Ac_3_Aug_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,4231
SK_Al_15_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2981
SK_Al_10_Jul_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,3605
NR_Ac_10_Aug_B_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,7937
SK_Al_15_Aug_B_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2998
SK_Al_3_Jul_C_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,2039
SK_Al_10_Aug_A_r4,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,4311
NR_Ac_6_Aug_B_r4,e99d1668c1d0134c149b205d148ef407abb3e995,5
SK_Al_3_Jul_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,135
SK_Al_1_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,346
SK_Al_10_Aug_B_r4,e99d1668c1d0134c149b205d148ef407abb3e995,699
SK_Al_6_Jul_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,367
SK_Al_1_Jul_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,211
SK_Al_10_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,273
NR_Ac_1_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,171
NR_Ac_10_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,2538
SK_Al_6_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,111
SK_Al_15_Aug_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,1658
NR_Ac_15_Aug_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,7982
NR_Ac_3_Jul_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,170
NR_Ac_3_Aug_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,242
SK_Al_15_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,92
SK_Al_10_Jul_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,435
NR_Ac_10_Aug_B_r4,e99d1668c1d0134c149b205d148ef407abb3e995,96
SK_Al_10_Aug_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,3665
SK_Al_15_Aug_B_r4,e99d1668c1d0134c149b205d148ef407abb3e995,331
SK_Al_3_Jul_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,208
NA_NA_NA_NA_C_r4,e99d1668c1d0134c149b205d148ef407abb3e995,8
NR_Ac_15_Aug_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,9589
SK_Al_10_Aug_A_r4,e99d1668c1d0134c149b205d148ef407abb3e995,1707
NR_Ac_6_Jul_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1455
SK_Al_3_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,295
SK_Al_1_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,69
SK_Al_6_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1383
NR_Ac_1_Aug_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,557
SK_Al_10_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1769
NR_Ac_1_Jul_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,715
NR_Ac_1_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,230
NR_Ac_15_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1164
SK_Al_6_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1237
SK_Al_15_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1282
NR_Ac_3_Aug_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,2358
SK_Al_15_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1382
SK_Al_10_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,2224
NR_Ac_1_Aug_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,30
NR_Ac_3_Aug_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,2678
NR_Ac_15_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1152
NR_Ac_3_Aug_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,478
NR_Ac_10_Aug_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,4241
SK_Al_15_Aug_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,112
NR_Ac_1_Jul_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,805
SK_Al_3_Jul_C_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1501
NR_Ac_15_Jul_B_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1453
SK_Al_10_Aug_A_r4,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,1571
SK_Al_3_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,31
SK_Al_1_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,88
SK_Al_10_Aug_B_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,739
SK_Al_6_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,126
NR_Ac_1_Aug_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,853
SK_Al_15_Aug_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,39
SK_Al_1_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,35
SK_Al_10_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,70
NR_Ac_15_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,3655
SK_Al_6_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,44
NR_Ac_15_Aug_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,920
SK_Al_15_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,43
NR_Ac_3_Aug_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,257
SK_Al_15_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,58
SK_Al_10_Jul_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,379
NR_Ac_15_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,8033
NR_Ac_10_Aug_B_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,216
SK_Al_10_Aug_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,667
SK_Al_15_Aug_B_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,182
SK_Al_3_Jul_C_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,95
NR_Ac_15_Aug_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,2629
NR_Ac_15_Jul_B_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,5736
SK_Al_10_Aug_A_r4,11a112ced1c85e620f6d97d82281a1bb58614e67,185
NR_Ac_10_Aug_A_r4,257c359a61f2f3f57891a2e3199ec3b7f780d957,11989
SK_Al_1_Jul_C_r4,257c359a61f2f3f57891a2e3199ec3b7f780d957,12
NR_Ac_10_Aug_C_r4,257c359a61f2f3f57891a2e3199ec3b7f780d957,11032
NR_Ac_10_Jul_A_r4,257c359a61f2f3f57891a2e3199ec3b7f780d957,4
SK_Al_3_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,262
SK_Al_1_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1078
SK_Al_6_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,760
NR_Ac_1_Aug_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,598
SK_Al_1_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,223
SK_Al_10_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,251
NR_Ac_1_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,110
NR_Ac_10_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,4552
NR_Ac_15_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,367
SK_Al_6_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,857
NR_Ac_3_Jul_B_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,468
SK_Al_15_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,585
NR_Ac_3_Aug_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1595
SK_Al_15_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,392
SK_Al_10_Jul_A_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1224
NR_Ac_1_Aug_B_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1044
NR_Ac_15_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,507
NR_Ac_10_Jul_B_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,770
NR_Ac_3_Jul_C_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,420
NR_Ac_10_Aug_B_r4,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,2850
