Hash,model
11a112ced1c85e620f6d97d82281a1bb58614e67,0.9989506128107178
11ba0f39e5d4d7ab23d5df481d81b6352d24d1d1,0.9759998282487558
1224da688c3d6f0161bb02af5104f978c7e6348c,0.9518146217830779
1270e859ffbd0ee51dfa524807f82b80007bb883,0.9998655388699145
12a75d6223c4f7a8dc385c2f10bb1210204c2fa5,0.999937451768646
13056e9a78cdac3689779bc575f47034118cfb25,0.9999803073362185
1335f05d50e7d2e097648dc612b44a95f8bf39bd,0.9673926452413232
135564e9c33f7abcb19bbdbfc571af0ea2c77f82,0.997928143015994
137732f35956236f8bc6086c9ac1eb33bbbd54ea,0.999635528763719
13842b7854ec05c35db9bfad812ee23be9c22d80,0.9999260001701149
145c4923e5223dc15525841460a8dac2090eb874,0.9998900186645818
14c565d1afa356e1d57591dc6689bf005d62d1bb,0.9999234901293415
15781e87bcf2e94c32d1dff071c9cfb01625f9ca,0.9999690189744177
15877c241a2ca60b58627412b7c66a8037275d8d,0.9997131150454929
15cddc075c92217ef93bc66bdc48f9244414e899,0.9983840893728658
1609a4575da1e7f70557c208fe92f4f37e3a027d,0.999949440433977
161b1e4b589efe004947f5d68f61f5ae0cc4dd75,0.8611156603202201
16331e7407bd9af677e0da2c79fc766d1ce2c3a4,0.999339395585743
16349ee74c8c17b036856ce2768adb6e710a9642,0.9999128077875001
1665a7c97702ef7179bcb1e186705fe73e545b19,0.9995732448640133
168995cb81e073e5a0f93adc4fe57b442efa9d67,0.9970548882055884
16a4267edaf1106f04b08cda0847671c89e1efab,0.9594741098455674
16b6f531dbc0f5e648d921d07047af48885e47ad,0.9803031535067745
16ce66aee20aa6ef7da942626c554ca1c8e1a977,0.9945938317061581
16fa0a18c8ba5d977bf03891fd9a4f62d52b30b7,0.9987621585551422
17585e5fc601ba25d02d211cce3435af5a395c4d,0.9999578319780521
179ce671ea3ef78931776bc68ca1ae15cba6c563,0.9924114945071009
17e22eb4a3bfa166e98b9217e96fc403f5dc2099,0.9998939568223139
18667869fd6db0700bb35f42780de2366ca404a5,0.9419569487593744
18f7e9ae7fd1a8fad2d8335e15bb4ecbafcf9932,0.997970757126638
190f879e0511b8a73902ec596d9d837199eff8d3,0.9987268751913553
192d1926c1b5e288f33859eb37a383d0f40fdb13,0.9999702257880443
192d3e4f80b28f81e725024ed137b877586587be,0.9999280142820501
19cd374bbc002eae26bc157618baed8b5ec269c7,0.9238738725759281
19ff76dc44fc872abc86ab446e637b082ede9e30,0.9991393480052224
1a0868d0ce11424d728b07b8409b20822364c30b,0.997613794648669
1a4e9be1ebf8b217145db79a8506e20dad3d6368,0.9999221939091428
1a95bfda9deba89c5460031f9aa1abe74c949931,0.9989647182805591
1aaab084561af1a9161b37663442f28fe6fabba7,0.9396932465380575
1adbfbc99f490f78f8d044cf2bdf79e67906331c,0.9927599619506858
1b66de38b5d219c7732f10bf9852ccf4794bae1c,0.9998858097983037
1b8a011aa1760ffafd0edc8b94112af137a2affb,0.9944279133012851
1bd80d649078b8fef0e30aee6e4a0f204948a00c,0.795943104379589
1be582f4864bb68faa5cc5f7218171f26c3076b0,0.9950813278086783
1c22ea8f147aef723fdd44b69e0ec480603a3073,0.9966415210781654
1cf49db16880491a205eda031aa9c155383b9141,0.9997726098272526
1d0feeb28407e7cc72277f0486ab8cef519630d3,0.997784614469805
1d12ce767f85a13ea3fb5fef55e42cd4ece29091,0.9999326058023654
1d1ababa198d3990ea36ff7d8669c386b599c03e,0.9992300355169458
1d46cc7798246c41908db100d389b5dd659d8539,0.9998083675443498
1d58f41f29f2f3d7e85f4e67dc15e14c4ce5f74c,0.9997562282485908
1dd0877fe62a2372afb11c17e5ab2f19da812782,0.9998443779831631
1e1df5e5777613003cb6684e1673a32d4242f8c7,0.9993745535285349
1ed61afab33fcb51727114b6b6e767d47876ea12,0.9999812805909825
1f4192ad5bcbf65cd0ec402bdc0a1610ad7c13aa,0.956939371347954
1f83d4a912b2ce2449fdc1a0b326143aff32ad10,0.9987798757242647
1fbc0a04712eec86c8764bf7eb134b39ee58c4d6,0.9998807211998207
1fbede47666d9b3feb22b296dae7efd7208f21c2,0.9977048980098765
1fc8a426760d4b137af781c581544f34553a7a64,0.9998873048787704
1fd06cb6a9f2dd33eb20fc508365edc78ce3ce08,0.9990466531241986
20eb9f5606e2de84915be4c51ae3cce73678eff8,0.9999361464166795
211ea6f548465e1e4cdf5ddf55c39e18a264e080,0.9983681480494793
2127fa62e8302e8d0d63ee8da9ec52f1cc07c308,0.9998136127815574
21339049f9f2dbbe4bd1a551573819232612257c,0.9360180322087717
21d912ed826c0f7679b8b13b5323815792b2c1a0,0.9999879931014224
222ba4cdb0149297f2e3405212065a7e079d76b1,0.9996077608182126
223a220178734017a25d5932cf30f478aae29b05,0.9975371401758637
22985bb95973ab18e11d0db025661c7fd0a6e8c8,0.9997752662301689
22d0524d70e49f3045c9362b878532e67565aedb,0.9995037157883373
22f794a2eb203d046749ab419af399d6fb58eb05,0.9987980571165654
235be3f988e44d94a3c569f1a7aea1b9cbd3a0c7,0.9994108058699848
237b10c5a4e852622e815af2fe3f7263bd1d59cb,0.9987234459174739
23c2f540d3698ab92f51d5009b8e90cf59437f44,0.8844269264286646
23d21075db5a2d6569ea2b533c6fdbb5a94cafc1,0.9996280713443464
243b0ee3206bd1fb74f342b873fd010315a395e5,0.8997099016318929
24eb69b4d3a5866cca8ca108bbb48a94882dcd63,0.9933883085851966
2559323923e744e92b798f18d2753fc9c55d5123,0.9999104955952556
258567cd2a53b0095d9cf946a4ab7fd126f28b2f,0.9944976151220206
25a1e6c8aa285f058974d008f0a4bc651431d155,0.9933797441455582
267c14223052f6ed4eb4679c52deaaf5db6ddf0f,0.9755836396499866
26b70a549c237412b777249c52eec88aaf9fe485,0.9999795338666364
26c5d5d3aa6d9db534e66b0211bc9fa0e17ea6d5,0.9913371458033436
270335b084a0616822bb9f3ae6bc7b35f493d6f3,0.9991005730277507
2706c3c9408af9a3b42a5306ba31c089195b8fd0,0.843891851652707
272070fc59b209fed9db15669b0a43068660c037,0.9968888693293896
272f3fbc3a079c20d58387d9d5de7fe2bbbb2b20,0.9902860041022086
27684d61ce7c0848c27e83869b13848dd7cc4175,0.9996486673696485
2796cce029056e35731010d7955bae7ba5a4bc72,0.9995259585475584
27a6233f7fa15a85cc694e34ed3bf550b536a28d,0.9999341339455835
27b26ee3a43a2690990df46a8ff97e3ecaa38a78,0.9999554384416586
28075bba42d7cd69c1613591f19ba4b1980d1c59,0.999632873109597
281b98dd9065f6b9b9fd05ebaaa586606f80b3a8,0.9997995046806003
28610b56c1681c4e7f61218665f6ce520da48605,0.9390124981805759
287733a87bac2e933215ca1a4e338d626c7ccc9b,0.9987251950948405
28775fdd9eb76747d45dceb3e3b386822e9dd58c,0.980145321418539
28d396bb44e4d8dc598f58e9bba69f6e9821c0da,0.916501152473809
28f9f43dbc61c1805b53cb90a8ec03599a273537,0.9355824849789706
2914f2e941126b01ef8ab48a80202d8b28e4a98f,0.9995692441782746
292fa46826b0fea2417f23c1473225e1d43471bb,0.9999838039174378
29a25f59c9ab313dba122a19685cb555355f2415,0.997110206363476
29a69200b82ebe89aa08a708c06f767acd778488,0.9285513347408763
29b1e4d656af5084f46279bbce2d18fd324004f2,0.9993371143370651
29bb4f1f5ebab3609c7d5bc9e2f9c1dad42c5182,0.9786143469472735
29ef413cff39399bc8f9de62c5614a50716d2b34,0.9941200927297424
2a1da268b287232ce4fde877ba12e1b86ddcf4f0,0.9998784150688304
2a7847b9f5702d6aad1aa8235820aef168a620b8,0.9267920276030309
2a869f4b60a082209edcb586598ce8e6e620c704,0.9998243019865405
2b1f98e6e0eaf4ccc278198a57880eabf58fac90,0.9909459131359485
2b2c6a288666caa10df6d2746325d7a4b0ad5cd3,0.9999124392224948
2b456d82740e072ede25c925c17db19cfb7729df,0.9999345469152345
2b4cbf9bcb5abf8fbaf1b7a56d0f31cae4038b77,0.9999854422986829
2b5e2fdb0a075c5876e37ce7c80020f5cb661078,0.9997661368129418
2b761a88ae4ef0d57d410611d9f149b0fd3340e8,0.9734354667475512
2ba6706da1f0fcfede84c62acca90178c7ccd7ed,0.9999844896022346
2baa665c0073a2c5472d52d4867f46367facfb74,0.9999177454670231
2bccf4007def21bd430f923d3037771052a9794d,0.9996916616546849
2c9214be618d91b6a4ab6bc1276f1dd5c3e1bc55,0.9994136160576628
2cb110fca659bc399946d9c9a0aec5207ff4e5ff,0.7823367036047171
2cd72ae1b3d70ab1a27e66de908b1c44e80252b9,0.9999512799203797
2d087224eda8552a74d7d84884e5dcf328f008ec,0.9931055995381339
2d532a421852a0377dbc758ad6085672635fbccf,0.9986972299946679
2d58f492987f154f690dc55b377088506d1f473e,0.9999098212172279
2d96cc9c1728400daa2dca90236d358ebace8ff3,0.9877816563134786
2dbf910998920c0a10a26947792b5a71f054218d,0.9904071759339634
2deded3c97220d819b71f29435c9deb4e75f32bc,0.999934541621236
2e32900ba04af11859d0d344dd405573fdbca703,0.9999343861167063
2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,0.9981994537896393
2e6a8f624626f91cbaeaf8c9e99afbf40432004b,0.9770702992621002
2e947ed088ea4410c3c18566533bed4a6e5da5a8,0.9999882486539263
2e9e547edcb7340920e1b849bcac39e4f5749b3a,0.9994656679098475
2ed3a2a516d1ee1515b6d9ec526a33c2c1c15b5e,0.9994935772256219
2ed5db0d2a9c3f0391bff96c2767e13278d96544,0.9998108811731702
2f5723a58d69dbcde6737abcbcb6e2a3d0455382,0.9999432095215695
2fadd860f99823878d99d2247044b55d0adf1f88,0.9662148464551025
2fdffcd7c4e6e817b369ea94d4ea3262eddb56b2,0.9999158290038549
2fe544ce2239356dfc6877cf06fadbe9fe070e38,0.9846808343875585
2ff6491af84a95eb9f257d7c275b834f608cf829,0.9975975182843613
30412b790f0abc180655a516e2a90ff0b554fc29,0.887789182651327
30677fdd501bd823846e03215b0b1fba41cabfa9,0.9992563469808466
308cd1bc63f89375c5178b1875156f3a526da061,0.9994643436098631
30b429ac69aad5f97fe6aff0394928092bbfa16c,0.9998476108032358
3165737a53e1ca16d98fc29f94e4c8a2f5f5618d,0.9507926214627468
31973166459e240fc4763b6724e6c06b73487666,0.999290304996271
31a15390d593878e59de3c2f67a223f7031f900d,0.99994805638958
320f1b7ef27c6578655240996bdcd1ec06a1be72,0.9998835316824735
326307ff66e0fd20afeb11721958e655258f5f49,0.9999587140638948
329090d077f862ed845b9dd5a7de2905464cd903,0.9998504672839457
3298f5c5c7db84efbb05e1b6ca054cb45482dae7,0.9995861292188787
329b2cb8f4a3182fce24b906c7ad24044b4bb111,0.9999184555092447
335ce45aa86bfc855c5e5cf1a313f2f7d64b2c65,0.999681741995841
338ab2bca8fb3a87b02538ea1fb4a0b94ab84f85,0.9999656869094372
33d85305e4ff7586486e92c0deb14dd9d9550c4e,0.9976957020399393
33e27e7001cc306b9d439a5800ad81f72c474645,0.9985633631785237
33eff76a75d9ecf46be0c30ebf4860bab8f9b842,0.9853576706070046
340d0667109bc8d93495ae8fd38f12bc3a2d7406,0.9933140986577208
3422854289a635783d2ce13201a339e2aa3b5946,0.9999621453212603
34b6f9eccb1f3dd653c2ba0e4f95d63b2f0f8a2d,0.9998419661381966
34cdf55b1b94725a122f2926508a29ed60aea543,0.998090996821971
34f988857cf5cb7e15a946ca799fffd9c0d42b23,0.9999584040004134
360d99bf5985624f9cb15fb04e8e75286347d9bf,0.9998409104099447
363c0db266a3b5d7676b9f9bad18acfe4e951fd0,0.9998688931026478
368956c09887b8b7af34d3e475688e3374d9d713,0.9996518512148693
36a62c766befb37d7b3aba4f083b7bfea68a54a4,0.9994278643735689
36c818db4090915c631f7ead3de271544a995e70,0.9973450110059311
36f64414cf81ede383f28900c20f07e07b8bb887,0.9996888681541718
37010e7252a4607ecedf5ef375dd609a1ef44377,0.9646211851945713
3716ec47a8a97109791958586e9248bd6dbf10d2,0.9993415478002307
37af730fb96e74f381ca40ef59c19b160ac5d369,0.9999628634148671
384029abe370f4e65c4dd39389cfa4869e5e54bc,0.9393540825561023
38ac201b5fd4fec77fb1d581d9fb4955c6110ca6,0.9335136990150376
391312bf9c2c070b0d1afdbc609959fec1c1773a,0.9985854969848299
391bf1f7d6996c6d2bc922afabff2cbc59086037,0.9973011468462888
396bcb30b609e0677be674506c1e9e7614f90dd9,0.894421227222349
397a1764f42111dcb204e789ac0bce449c1ea59a,0.7871086372201443
3985ab278f1d75e95407b7b7fe700688c058dd46,0.9999683258289586
399e826c37c22bfe78da60dde174c9c1e0f98fe9,0.9969377204164368
3a7e89136e33e077e4b439c4e2f2bc5021cb5a2e,0.9944626250477484
3b3369a0a9ba5c261bbb0a60efc874383590e67a,0.9978892690607478
3baa3180627130b64b141b8f5f555b46818ed034,0.8288854600605665
3bbc6272a953cba6747a92517b1e0a35ea128858,0.9999176706916225
3bd102092cf271a7c30088a5026020b63286429c,0.9951078539893173
3bf0cbc1915fd4b87dcb6a1ff189cf00ccbd82ef,0.997618077326365
3bff4da3cb08b7d2499d3917ae3eaadf3a4d5f4d,0.9999166266949837
3c45299a26adefdde79ef1d989f3500b73f5cce8,0.7270927664150881
3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,0.9986044699598923
3c8024c663dbf0f8d9db22efba4a702a9502c059,0.9987305168678118
3cc9f319d518ef7fff0648d1eea86d64003f7830,0.974368214655752
3ce2c50b73f45134a47b2ada58f3641e2c0762f4,0.9996871462641393
3d09865aaa3f9ee153e7f9ab837a9baf804f1992,0.7246859385860462
3d1145ee1cd9deecea59a0bb48df511999e1eb98,0.9968008212850836
3d383dab013ebd98eb845a90325f690d0b6a50f8,0.9998198452939903
3d62f7951be99bcd6e3f34169799df6c7a98a9b4,0.9997899081566552
3d65e6c5909452b1bf0393133e3ddcae633e0001,0.9999784151981215
3db64d9555a5461037307c2ce8496733496ed607,0.9998409732332741
3e397079f8596a3ea555de69becf96955f64a96c,0.9981662939152309
3e967b2cb1139cdab2f062fe0005898007a2d247,0.9991209829030775
3ec110bba0110ab5c616b09f43e7368bdac1b742,0.9481230438383978
3ed8538f3ddf3b8a03303c8896d5419ce931dc6b,0.9999094167632222
3ee9efc10fdef5ae2935ccab29dc12cb85174639,0.9995453782787592
3f26db2e11ebdd679026e332d60a0f5bf71756f1,0.9991779439030313
3f40f4ecc699c3d9c984a906067657a6223e401c,0.9220740799087959
3f4e6b388d3ccb17760c90af04d06c65d1e9ae4b,0.9991081804057289
3f5da7279576312fbd4903ccf5641b3f3547ed13,0.9994077569651665
3f99851e584baf771d6ac51de0bb08366d1c38de,0.9953049917619087
3fa81bc20127ebaabad64327cf8700370efa2bcf,0.9989162554875914
3fc3e88dd10e6afa3a83c0628f62fc0e2d060b95,0.9999182995878265
40854a33df3c8477f132f3b34d9ffb8e4d586f2e,0.9996283077990332
40aaf66335bed8305505f09ea3eeb19291556c22,0.9988467772394103
40c40f927f45c57f06f65c2c4fee5c616397a5d3,0.8879810011421392
40e67f6fa5617662252b790eddd09a8525ca63f1,0.9754180093216231
416cd3c509c24460bbaba8f96bc67c672de2bc08,0.9990063206250487
4178d3e55cb5a4bb27bef0c8b478b3bb7b9dabba,0.9998137674331619
41b819e4694c54f9cbdb53371ea52536b7b0e0f0,0.9758846743168044
41d5575a584a3dc99583f61f1bf2ce9e13271b49,0.9993611619818523
422d4fe71439b6a3fcf11eb88b4b6470aeccf522,0.9982774110999767
4273e5758e915e2f004d19493c77eb40f72c3aac,0.9999079008329603
431685e13084491ad0b55980c32e89dc51b2460b,0.6432666359167094
433f1af44603d12596cb3c6f0ef504ea0fde6884,0.9998212007935383
4387d262bd314b2a4643682bee055bd24d69982f,0.9998848615382295
43c50ccbfbcc8a542c69a481e4967592987f6133,0.9966868464123531
43cdd9bcff01e80713af243417de400f0b175a07,0.9997532298916659
44041f7c4fda6216593bab996188e54faf98759b,0.9990367631660171
440755e4134cdece2ad3dc92f57a83dd14c54181,0.9998096675213993
45289da8725aeef37dacb8298820970512191e57,0.9920453320532343
4749cd01e88f66888e13bbbbf3838de3504d8acc,0.999799017255998
47ef63f593b93af3d19564bc26e010384ccb7754,0.9999746559603196
4810b59efe58140a525dad9c5b07659f028b3a2f,0.9997951115135469
4842a78257c50a0cbcdd3d53648e3cb8640a6b9d,0.9961581306785143
484b2a75964b75771b9f6f33702471dd3f6807f1,0.9995980236751083
488244e61a204b053b53e90cf02d03e67788b6da,0.9999520995581037
489d9b0492a5283a9599370d209636db1b6c653e,0.9999960414673613
4900538200e227fb98cb5a6f0d852eae4f0354cf,0.9998971844047705
4926d9f59e5890646fb23025270ab109e7f17d81,0.9978461036995766
49ebbc91f805a93b360ca8008cb8155918d585b9,0.9999808061168962
49f3860c3bfcdf72fae55203367fb01a5a27ca53,0.9999347584484991
4a17c74487ee6d1760039d456b2437de16825f7a,0.9627149322517138
4b878acce00f9a3d5cdc1f3344ec325a7dd28784,0.998317591692345
4b8d264bec216fd6c88138262b8e42f35fa1bac8,0.998755306440509
4be3f27802b16d717d93867b0f7d1b10710b04ff,0.9975435030480441
4c3e9df89305cc112b3f1481ff7df2868f7045e6,0.9954249376911415
4ca8c2bbdbdf8d01b81c5aaf098dbfcc6909a1b8,0.9859554218083917
4da92548695cf2fbf24f2bdbf62ae15f3f40d254,0.9998709949238697
4db7fc5cafa31f3cd393e04977faead7e2eec40e,0.99743198462073
4dc52fdc04ae6b5ca0069b00c0ed9856e4cc23c0,0.9930771904834963
4e584bddfd0f137937ad3cf9dcb09560936aa6e2,0.9999793864528151
4e78655338655894401bf7eb1efee55c1451314d,0.9970811369387143
4eae67104bcd193e0cff6b53ca99775b98a314e2,0.999939307867827
4ebd03215e45ed8cc4f963c3af4067729f137fca,0.9737070384518628
4ec97e9d9f224e1a337998cb123220c2637e45f6,0.9980538539759506
4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4,0.806976060017969
4f593f0a3d4a07c934efe95f80dd63229d085053,0.9995563894179954
4f5b0ae3b1c48af0d385ed0c3cccba1ad908b561,0.9806372935030537
4fcb46bf3d6ebf0ac61080bfe4428c8f3905b26a,0.9202720137659152
501b60744348b63cb6dfb7b400a0dc80d6e8d64e,0.9989875164241772
505df5b5846d13b987a334419b3b56490fc6e902,0.7427908249693657
50a51f3cd392ca9a3c51d1d1b63d2ce1e44ccedc,0.9995061157698863
51131291a7120e8ca5090c7d9beccf84adeb9463,0.9999231354817539
51342afaf0e2588e3961f2e274b235422d32ae78,0.9993379400093947
51cb5da5a0256192175a120c157b2c48d69c55a6,0.9999406135843357
523951e35c9ec02435ee430dad76166c0055109a,0.9868629661948205
52a3ead0281795007b0fea2cfcf0e92bb722c71b,0.9994641798122287
52c668145022b7b668e383bcb11fa630ab2aa2e4,0.9999843636055004
53464ba96d870d0776668727bc6890efe809440d,0.9999498780053175
538fbab596ea3b9b760259c4487d6aa0c4be3b2b,0.989845844306052
54296bbebddfcc0f29b7a7a4c32d61271d864fc1,0.9995668267164747
5482fe11a47950339e5f911b5be5db46783950fb,0.9976249949914122
549ff62e86e256619e61e854e6b8fa0804292572,0.9997025532098992
552b4d07a053c301ddb6f96e216ba9dce76470c5,0.9242181027912394
558c4ed7999d9c70f2de6b1a6f4fb61a0e111420,0.9964914181898005
55d437f05ed44b0591315e7a579a80c2c92c98e1,0.7792994265323574
55fb0a0e8d47489b35a6c23cc2b9768702f1a897,0.9987805977977094
56a7e3ca04245b2dbd25ae606af2aa452064362d,0.9998710874723367
