Hash,model
0002967cfbfe296234cd81c02cdb7a6cb3712c4e,0.7237182825855905
0005c3388f856c3b161cac405ebadd1130c5b2d7,0.7107938349591045
0018b8991edb122a0774fdcc1302accc6369d9e9,0.9924478021324596
0028a352f089fa048032a80dd5701217f519a7ae,0.9999655969097718
00313e0d18e381ccdbd4e33b6196c27203cdc736,0.9638026124018425
0049e31d1f1a7dff27221956e97de26867d2b934,0.9995436882559647
00616a421c92928530cd4f6653722e00616d21e7,0.9986653474342321
0068d88455ed058ba50e50e1714c8bf4ae0cb7b3,0.6762070454866472
00691008f4f44882a1c7e9df11ebac8e809ef5bf,0.9998311381082041
00978fdabfd53526f3cd6e5c3972e44cdcf850dc,0.9953257135716106
00a2cf54175f267406d3d61f3ab5bed59e39fd73,0.9998538142234024
00a96cd417a311b842da75ca0da0c601d3864d52,0.9999600171938875
00c8769293a345332c7b091945920e5bf6675ff2,0.9317883351083212
00d5f0851f08315c1f4993bab7a8f8018771d095,0.9690572528817012
00dbbf878542ee432f04fadc166aa9faacbfd65c,0.9411726451612765
00e781be779c8a2dae5a668f596ea43db3a9cedb,0.998222930835503
00f25d32858be50d99247bde867a6765d8268c89,0.999885746939155
00fb8adf177367dd9d503a09f43da3c4502b7734,0.7085830698011812
0102bd086ca239cbcb430d1725df21f155728129,0.9863547869052042
01264b26fda5b386d876c070be8cb90557c6c1f2,0.9692071051962472
0129eee6d71b4ea722707c742b3c8b8181308b8d,0.9999868092430739
0150e8c7e6355f74f34f1f35f80ca6274d30a7c0,0.9999404492272453
0164b0238129ee76705486d3ddebce284a989b39,0.6940276249951479
0176d888a6053f2b3b29dbcd07163adb672e16d8,0.9971527557042414
0199105c198ba4c1ff1ac9638e4a76a841a9ce97,0.9987332985625167
01b96266c6a00b885faa81b464b4532d8ed67323,0.990664396666729
01c96043671a288c7c4aaa42a5b8ba868c375eee,0.9793682509709959
01ca557065bc55360ca46692666daed22171e3b6,0.8545931403169161
01cfd396be520cf9912ab0820589e03d7975bb61,0.9990681947616438
01d2041cbf3923f1789e060cf5c8b6c0b40a4b06,0.9977930594093105
0210a15e4efca69bc1835f15db21ab8bc1321a69,0.983533888774785
0244c3b08a291753001b6b09435e0d4ba4a31ba8,0.6744026302875631
025d831c09a09594c3135038465913a736d19a22,0.9938332960972229
02813a38c81c7cee934c2820b143db531cd77418,0.9756504780392192
0289a39ec6680a5922b6a02146665e06f711677e,0.9997907256135687
02bd2cfe30c4ae7e3f68bee1852d0595d3105823,0.9976460618149815
02d4caf833d8731d7bc58f4a8c132e009d00dcb9,0.9997345179069591
02e18e7fb9e9eacd888bd4874a6e8c73a5e859c3,0.9657627887128802
0305744f4b8979cb4d7ddf7fcb4687dfba11535d,0.9890636802565729
030cdede52d1bc407379cf53eb7a3b4a8322a616,0.9948978696130607
033291d406a569c07e2f44d6df9afadf2c8aa93a,0.9987202663318308
038e560d39085a92221c48cd45096cfe007067fa,0.9998709551816849
039111eb46b850cb28c8d8364c20445dbc2dd657,0.9931516669284652
0391a95d7318758f122b879c72f53344c10337f9,0.9999526325744296
03931cd9a613ce9f9700284183d7cd4e8deee594,0.9616723942123825
03beaa966577795825d13e5797afd20b0a6d9198,0.9788448721800879
03ce7f293bd377345f19a90974d150dd617e81d2,0.9999150831422986
0462a2099532439a533971daa5ea805a5c953ad2,0.9990475979222176
04829c7dba52b160b7acc9e67d6cdfbd9b957fac,0.9995167777323133
049d6c28695f0c79088764355330d3de633bdfc9,0.9992622994153179
04b0fd999fdcdd1a6647a4b804699f32b0c4212c,0.9993782971679451
04d86e50b5e98b54f63e9dd42aaab0393735c996,0.8253472815583385
053d47563cd9f0fe2993f0ec301a430756571508,0.999986350235897
053deece76374a9e37428d8ec2063d106120ed45,0.9999865878899742
05712faecaae1d540af563d302b34292d867d4dd,0.9317234872871112
05950ed6f679a557fb86bdb4a32787b34d349502,0.8391482464551561
059645e8dca2af371e9585d4795139183cc380df,0.8487564201669078
064001c0b41a0e9583282aff846474d580edc5a2,0.9998708908007063
064518924c7c6bde044603b1cca2b5ab4ecdb5d2,0.8071698337741354
0645b0f71f8262ca7c635a990415a30a51cf4357,0.6352990219442529
0668d1d92655b0cf087703f51ea108e6eae86fd4,0.8515774688953707
068816e5e6e19649300fc3c16e5af4446da3ebe8,0.648073964178772
06b955b3bff9899ac0d1a94ae21c0c94f6749c63,0.9998756399676952
06c382facc93cfae960231f361f1b6eff3569d14,0.9905236683398039
06c90804e2115e0bcaa6d600cd58a3e544f30ebe,0.9137624903385084
06e82acdbdff6648cbd3959f3cf9e3db38a31429,0.9999854212570939
07231597a634e116d97451fa6d5e883c83201d53,0.9998913949256444
07510ad89f63cff48b0f709e46b8a128550df974,0.9996667997247753
077f22783e0965d1e1cb0e248abe4ccd7c0d3358,0.9991882295824519
0792a5deca31e70e00cd827f2ef6f99e05a8643e,0.8609888427297122
07a8b4b5cad188d4b933021bb4cc49cb49e9a891,0.9702975799672579
07e5fbbe4a5dd531de784d1ddb8f3a3dc87e379f,0.6547619125571319
07e9fa559b4903352a8a11634fb66f9f830762b5,0.9997186263845904
08054fd51be0f27839fc6bad00183687483dbbce,0.997591320451812
083af700516f595473f474341d2bc223ace8a52e,0.7637165560748708
088d1f01fcd67dafc66460a88137e04ed62a9604,0.9857375929294276
08b97b5b0b19576d8744fd5e9517aaebde3550b2,0.9999080661887388
08fc352c8840af3f22938dcf2b1894300a687d26,0.9997256603745566
092676e3254a1189dae593d838de1043e0d4afc4,0.9994424085889559
095022ecdea2f8b7b6bea5e978a83f8a2a742147,0.6545025385799644
0961afffd2dfe9656b1cdfb1b5934c2ac5689efb,0.9999679428791901
09c42e2c1f5ae79f5e877d154af22269b7febdd0,0.9998335966408597
09d506eaf43f8329a6f39b6cd402b77347a1cd78,0.9998668565685558
0a206d527f99bb501b4752af0472d591788d184b,0.999981441797001
0a2f3681f5d706027b77f239bb43e71db9b9facb,0.9991595978620044
0a49483133e51146bdd83743e4becbf75fe4700c,0.999750229522674
0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd,0.9999238030458916
0a6e4b003f5acde447f36aa9f45c761aac32f181,0.999791887015484
0a7981118e0a3b8c876ee18c07a600510eb24d2f,0.9983113785149509
0a88e47d221edaf8a24dda341e821ae8617647ee,0.9995773083946248
0ab4a307476839142ae723d019967913ed9812b1,0.7590793864927033
0b602149cf1612e4cf6c8d8f18eb18ad3b382f34,0.9991048151256076
0b8ff0c1fa32b248eebeb30d112ea7a57afbd9f1,0.9999085710000845
0ba6a712f07530d25563e10400499455280e0779,0.9998382141408317
0bf28768198968b637bfe2f946a23820df26923b,0.9999304004104325
0c0c6cf91154d722fbbdd5496519acd13c0efb07,0.999636342237658
0c6d3bfd7abd9e957aa0a00c3dcdf11254b83f49,0.9998184712185354
0c87f85f145d132bf4f869eb1479d4f5431fd822,0.998563267831324
0ce74050b15681edee10bddb3025bd8cb6702457,0.9989253318517874
0d042c810bd57beaa49d3d33276bf5841d5d44dd,0.9999124008376747
0d5e82c65c5bf5e69bd610e639ccfb414f149a70,0.9999290591589675
0d853eb8a50289d28bf7d1e8026c5ab32a95560c,0.9986739989625136
0e15a8f2379b67ac1af10bc007ab953c9162eed1,0.8784410126667475
0e38436814119cd7f59388509098ed672a973eac,0.9989378487228319
0e7017ec97772687a238df6c987629206c6f698c,0.9997460581145028
0e7169ab90268074fe1501903d1f3074f6cb1529,0.9827610065356751
0ea1888ac7129e5caeec88fb7d9d9e723bdfc788,0.9998148375828049
0ec9aa525aa6d222a5478be1baa44cb48e89dac9,0.9995464797746171
0ed69e22d2e08ce0667a60ab4e026ae83f21528c,0.9999886991540264
0f51efcb944dc5cc30f124e8ac9f649ce1803013,0.9995564669080299
0f845a13b6c8d5a484630eb902e6d3f60c0f5c60,0.9996825522596872
107e953ccec9b8bd9df677c570a77c4d0dd9d576,0.9999720011893081
1080d98d8b5b5c4209f92dcc5bf949ca87915e53,0.999996614328031
109dfa2c5e10352ee913b3ba1a7fdcdf1b3666c0,0.9993822833553342
10d104a255851888626f9885b0f9599429e5145e,0.9993366189987606
10da5cecccc0fd26de355dd565e1b0e7a0c66a57,0.999850338281839
113f020772fc8096edf034254a31d6d3354e8193,0.9991067319223642
11829a579b55be786ce8570a8323834250279c2a,0.9996652419375354
