Miseq_run,sample,Hash,nReads
1,CI_Ac_6_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,153
1,PG_Al_10_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,8886
1,PG_Ac_10_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12391
1,PG_Ac_10_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,7547
1,PG_Ac_10_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13536
1,CI_Eg_0_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,2
1,PG_Al_6_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13464
1,PG_Al_6_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12447
1,PG_Eg_0_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,11134
1,PG_Al_1_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13218
1,PG_Ac_15_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,16536
1,PG_Ac_15_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12076
1,PG_Ac_6_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13558
1,PG_Al_10_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,16635
1,PG_Ac_15_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,24814
1,PG_Eg_0_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,16306
1,PG_Ba_50_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12045
1,PG_Al_3_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12605
1,PG_Al_15_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,10630
1,PG_Ac_3_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,18335
1,PG_Ac_1_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13084
1,PG_Ac_3_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,13840
1,CI_Ba_50_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,118
1,PG_Ba_50_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,6204
1,PG_Al_15_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,9493
1,PG_Eg_0_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,11726
1,CI_Al_6_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,5
1,CI_Al_3_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,17
1,PG_Ac_6_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,16003
1,PG_Al_15_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,8161
1,PG_Ac_6_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,16900
1,PG_Al_1_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,14027
1,PG_Al_3_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,14148
1,PG_Al_10_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,12286
1,CI_Al_1_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,1
1,PG_Ac_1_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,7671
1,PG_Ac_1_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,10012
1,PG_Ba_50_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,15168
1,CI_Al_6_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,44
1,PG_Al_1_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,15007
1,CI_Al_1_Jul_C_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,878
1,PG_Al_6_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,15706
1,CI_Al_6_Jul_A_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,5
1,CI_Ac_10_Jul_B_r1,a08461e3c636c8a6c80564fa785e36938ce0d37b,57
1,CI_Ac_6_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7163
1,CI_Al_1_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7093
1,CI_Eg_0_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7584
1,CI_Al_10_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,16067
1,CI_Al_3_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,17450
1,CI_Ac_15_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,13014
1,PG_Eg_0_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,46
1,CI_Al_10_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,19252
1,CI_Ac_3_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,12718
1,CI_Al_3_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,17441
1,CI_Ac_10_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,14210
1,CI_Ac_1_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7155
1,CI_Al_10_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,20368
1,CI_Ac_1_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,4735
1,CI_Ba_50_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,30367
1,CI_Ac_10_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7122
1,CI_Ac_3_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,13075
1,CI_Eg_0_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,11755
1,CI_Ba_50_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,26996
1,CI_Ba_50_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,33272
1,CI_Al_6_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,16528
1,CI_Al_3_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,7804
1,CI_Ac_15_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,8583
1,CI_Ac_6_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,9407
1,CI_Ac_1_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,6163
1,CI_Ac_3_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,9389
1,CI_Ac_15_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,8384
1,CI_Al_1_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,9920
1,CI_Eg_0_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,8355
1,CI_Al_6_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,11302
1,CI_Al_1_Jul_C_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,6495
1,CI_Ac_6_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,8630
1,CI_Al_6_Jul_A_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,15965
1,CI_Ac_10_Jul_B_r1,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,6713
1,CI_Ac_6_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6489
1,CI_Al_1_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,11889
1,PG_Al_10_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,415
1,PG_Ac_10_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,154
1,PG_Ac_10_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1046
1,PG_Ac_10_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,279
1,CI_Eg_0_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7413
1,CI_Al_10_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7838
1,PG_Al_6_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1226
1,CI_Al_3_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,13066
1,CI_Ac_15_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,10072
1,PG_Al_6_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1474
1,PG_Eg_0_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,193
1,PG_Al_1_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1400
1,CI_Al_10_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,9600
1,PG_Ac_15_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,631
1,PG_Ac_15_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,884
1,CI_Ac_3_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,10373
1,PG_Ac_6_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1112
1,CI_Al_3_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,13116
1,CI_Ac_10_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,15022
1,PG_Al_10_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,413
1,PG_Ac_15_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,345
1,PG_Eg_0_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1139
1,CI_Ac_1_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,10683
1,PG_Ba_50_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6
1,CI_Al_10_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,9826
1,CI_Ac_1_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6565
1,CI_Ba_50_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7077
1,PG_Al_3_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,258
1,CI_Ac_10_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7073
1,CI_Ac_3_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,12267
1,PG_Al_15_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,411
1,CI_Eg_0_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,11106
1,PG_Ac_1_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,671
1,PG_Ac_3_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1715
1,CI_Ba_50_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6884
1,PG_Al_15_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,390
1,PG_Eg_0_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,706
1,CI_Ba_50_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6346
1,CI_Al_6_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7962
1,CI_Al_3_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,6104
1,PG_Ac_6_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,892
1,CI_Ac_15_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7383
1,PG_Al_15_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,216
1,CI_Ac_6_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,8571
1,PG_Ac_6_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,766
1,CI_Ac_1_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7836
1,CI_Ac_3_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7652
1,CI_Ac_15_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7274
1,PG_Al_1_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,980
1,PG_Al_10_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,74
1,CI_Al_1_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,13429
1,PG_Ac_1_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,649
1,CI_Eg_0_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,9232
1,PG_Ac_1_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,849
1,CI_Al_6_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7648
1,PG_Al_1_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,649
1,CI_Al_1_Jul_C_r1,0049e31d1f1a7dff27221956e97de26867d2b934,8915
1,CI_Ac_6_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7327
1,PG_Al_6_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,1017
1,CI_Al_6_Jul_A_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7222
1,CI_Ac_10_Jul_B_r1,0049e31d1f1a7dff27221956e97de26867d2b934,7167
1,CI_Ac_6_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,98
1,CI_Al_1_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,18
1,PG_Al_10_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,5010
1,PG_Ac_10_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,8381
1,PG_Ac_10_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4401
1,PG_Ac_10_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6255
1,CI_Eg_0_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,41
1,PG_Al_6_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6808
1,CI_Al_3_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,1
1,PG_Al_6_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6234
1,PG_Eg_0_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7211
1,PG_Al_1_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7670
1,PG_Ac_15_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7388
1,PG_Ac_15_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4927
1,CI_Ac_3_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,1
1,PG_Ac_6_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6812
1,PG_Al_10_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,10508
1,PG_Ac_15_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,9155
1,PG_Eg_0_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,9468
1,PG_Ba_50_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,5310
1,CI_Ac_1_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,99
1,PG_Al_3_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4809
1,PG_Al_15_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,8746
1,PG_Ac_3_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,10215
1,PG_Ac_1_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6126
1,PG_Ac_3_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,1021
1,CI_Ba_50_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,84
1,PG_Ba_50_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,3468
1,PG_Al_15_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6819
1,PG_Eg_0_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,6616
1,CI_Al_3_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,32
1,PG_Ac_6_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7878
1,CI_Ac_15_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,32
1,PG_Al_15_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7077
1,PG_Ac_6_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,8317
1,CI_Ac_3_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4
1,PG_Al_1_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,8530
1,PG_Al_3_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,5209
1,PG_Al_10_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7658
1,CI_Al_1_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,17
1,PG_Ac_1_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,3698
1,CI_Eg_0_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,16
1,PG_Ac_1_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4954
1,PG_Ba_50_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,10680
1,CI_Al_6_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,23
1,PG_Al_1_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,9239
1,CI_Al_1_Jul_C_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,508
1,PG_Al_6_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,7704
1,CI_Al_6_Jul_A_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,4
1,CI_Ac_10_Jul_B_r1,64b81e9dec0da4bc1f584824bad979734f5782b6,41
1,CI_Ac_6_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3537
1,CI_Al_1_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5774
1,PG_Ac_10_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,33
1,CI_Eg_0_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3916
1,CI_Al_10_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4181
1,PG_Al_6_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,347
1,CI_Al_3_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,7815
1,CI_Ac_15_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5623
1,PG_Al_6_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,142
1,PG_Al_1_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,210
1,CI_Al_10_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5205
1,PG_Ac_15_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,211
1,PG_Ac_15_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,161
1,CI_Ac_3_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5705
1,PG_Ac_6_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,159
1,CI_Al_3_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,6412
1,CI_Ac_10_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,7649
1,PG_Ac_15_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,61
1,CI_Ac_1_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5565
1,PG_Ba_50_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,53
1,CI_Al_10_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,6022
1,CI_Ac_1_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3758
1,CI_Ba_50_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3954
1,CI_Ac_10_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5477
1,CI_Ac_3_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,6452
1,PG_Al_15_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,8
1,CI_Eg_0_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,7504
1,PG_Ac_1_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,102
1,CI_Ba_50_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3283
1,PG_Ba_50_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,253
1,PG_Eg_0_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,240
1,CI_Ba_50_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4038
1,CI_Al_6_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5664
1,CI_Al_3_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3681
1,PG_Ac_6_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,75
1,CI_Ac_15_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3504
1,CI_Ac_6_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4518
1,PG_Ac_6_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,144
1,CI_Ac_1_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5886
1,CI_Ac_3_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4263
1,CI_Ac_15_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3901
1,PG_Al_1_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,575
1,PG_Al_10_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,400
1,CI_Al_1_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,7898
1,PG_Ac_1_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,151
1,CI_Eg_0_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,5008
1,PG_Ac_1_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,107
1,CI_Al_6_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3434
1,PG_Al_1_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,168
1,CI_Al_1_Jul_C_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4631
1,CI_Ac_6_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4112
1,PG_Al_6_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,19
1,CI_Al_6_Jul_A_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,4879
1,CI_Ac_10_Jul_B_r1,137732f35956236f8bc6086c9ac1eb33bbbd54ea,3380
1,CI_Ac_6_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,353
1,CI_Al_1_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,39
1,PG_Al_10_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,2592
1,PG_Ac_10_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,2365
1,PG_Ac_10_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,2631
1,PG_Ac_10_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,3762
1,CI_Eg_0_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,427
1,CI_Al_10_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,209
1,PG_Al_6_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5171
1,CI_Al_3_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,566
1,CI_Ac_15_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,661
1,PG_Al_6_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,4020
1,PG_Eg_0_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,6722
1,PG_Al_1_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,4942
1,CI_Al_10_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,564
1,PG_Ac_15_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5753
1,PG_Ac_15_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,4589
1,PG_Ac_6_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5160
1,CI_Al_3_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,429
1,CI_Ac_10_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,258
1,PG_Al_10_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,6303
1,PG_Ac_15_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5865
1,PG_Eg_0_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,3981
1,CI_Ac_1_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,502
1,PG_Ba_50_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,2482
1,CI_Al_10_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,415
1,CI_Ac_1_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,141
1,CI_Ba_50_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,260
1,PG_Al_3_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5990
1,CI_Ac_10_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,519
1,CI_Ac_3_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,493
1,PG_Al_15_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,4437
1,PG_Ac_3_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,1729
1,CI_Eg_0_Jul_A_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,416
1,PG_Ac_1_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,5600
1,PG_Ac_3_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,8208
1,CI_Ba_50_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,278
1,PG_Ba_50_Jul_B_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,1882
1,PG_Al_15_Jul_C_r1,baa7674925960be46ac2381a8d9d02cf788a1f0e,3817
